affected_gene_id	affected_gene_label
ZFIN:ZDB-GENE-070117-743	nbe
ZFIN:ZDB-GENE-070117-744	nbf
ZFIN:ZDB-GENE-070117-745	nbg
ZFIN:ZDB-GENE-070117-746	duc
ZFIN:ZDB-GENE-070117-748	psr
ZFIN:ZDB-GENE-070117-74	ppo
ZFIN:ZDB-GENE-070117-750	dga
ZFIN:ZDB-GENE-070117-751	cez
ZFIN:ZDB-GENE-070117-752	obn
ZFIN:ZDB-GENE-070117-753	pri
ZFIN:ZDB-GENE-070117-756	etl1
ZFIN:ZDB-GENE-070117-757	parga
ZFIN:ZDB-GENE-070117-759	etl4
ZFIN:ZDB-GENE-070117-75	puo
ZFIN:ZDB-GENE-070117-760	etl5
ZFIN:ZDB-GENE-070117-761	etl6
ZFIN:ZDB-GENE-070117-762	etl7
ZFIN:ZDB-GENE-070117-763	etl8
ZFIN:ZDB-GENE-070117-764	etl9
ZFIN:ZDB-GENE-070117-765	coma
ZFIN:ZDB-GENE-070117-766	late
ZFIN:ZDB-GENE-070117-767	tard
ZFIN:ZDB-GENE-070117-768	fuzz
ZFIN:ZDB-GENE-070117-769	beyo
ZFIN:ZDB-GENE-070117-76	skr
ZFIN:ZDB-GENE-070117-770	brek
ZFIN:ZDB-GENE-070117-771	bluk
ZFIN:ZDB-GENE-070117-772	clew
ZFIN:ZDB-GENE-070117-773	blin
ZFIN:ZDB-GENE-070117-774	unm_wi513
ZFIN:ZDB-GENE-070117-775	abf
ZFIN:ZDB-GENE-070117-777	pop
ZFIN:ZDB-GENE-070117-778	unm_rw209
ZFIN:ZDB-GENE-070117-779	unm_p82emcf
ZFIN:ZDB-GENE-070117-77	sph
ZFIN:ZDB-GENE-070117-782	unm_p20caed
ZFIN:ZDB-GENE-070117-783	unm_p37caed
ZFIN:ZDB-GENE-070117-784	unm_p32cree
ZFIN:ZDB-GENE-070117-785	unm_p17cfem
ZFIN:ZDB-GENE-070117-786	unm_p32cqeg
ZFIN:ZDB-GENE-070117-787	fsi
ZFIN:ZDB-GENE-070117-788	snev
ZFIN:ZDB-GENE-070117-789	mzr
ZFIN:ZDB-GENE-070117-78	sff
ZFIN:ZDB-GENE-070117-790	edpo
ZFIN:ZDB-GENE-070117-791	nebo
ZFIN:ZDB-GENE-070117-792	dada
ZFIN:ZDB-GENE-070117-793	nki
ZFIN:ZDB-GENE-070117-794	uta
ZFIN:ZDB-GENE-070117-796	ymj
ZFIN:ZDB-GENE-070117-797	mdr
ZFIN:ZDB-GENE-070117-798	soly
ZFIN:ZDB-GENE-070117-799	ofrt
ZFIN:ZDB-GENE-070117-79	vedm
ZFIN:ZDB-GENE-070117-7	cmb
ZFIN:ZDB-GENE-070117-800	amj
ZFIN:ZDB-GENE-070117-801	jako
ZFIN:ZDB-GENE-070117-802	beat
ZFIN:ZDB-GENE-070117-803	gosh
ZFIN:ZDB-GENE-070117-804	pday
ZFIN:ZDB-GENE-070117-805	ssd
ZFIN:ZDB-GENE-070117-807	shir
ZFIN:ZDB-GENE-070117-808	miss
ZFIN:ZDB-GENE-070117-809	walk
ZFIN:ZDB-GENE-070117-80	whr
ZFIN:ZDB-GENE-070117-810	flan
ZFIN:ZDB-GENE-070117-811	dzd
ZFIN:ZDB-GENE-070117-812	unm_s111
ZFIN:ZDB-GENE-070117-813	unm_s168
ZFIN:ZDB-GENE-070117-814	unm_s181
ZFIN:ZDB-GENE-070117-815	unm_s332
ZFIN:ZDB-GENE-070117-816	unm_s507
ZFIN:ZDB-GENE-070117-817	unm_s509
ZFIN:ZDB-GENE-070117-818	unm_s545
ZFIN:ZDB-GENE-070117-819	unm_s547
ZFIN:ZDB-GENE-070117-81	drk
ZFIN:ZDB-GENE-070117-820	xie
ZFIN:ZDB-GENE-070117-822	tor
ZFIN:ZDB-GENE-070117-823	swd
ZFIN:ZDB-GENE-070117-824	mms
ZFIN:ZDB-GENE-070117-825	djm
ZFIN:ZDB-GENE-070117-827	unm_kt443
ZFIN:ZDB-GENE-070117-828	lre
ZFIN:ZDB-GENE-070117-829	unm_s39
ZFIN:ZDB-GENE-070117-82	div
ZFIN:ZDB-GENE-070117-830	unm_s204
ZFIN:ZDB-GENE-070117-831	unm_s208
ZFIN:ZDB-GENE-070117-832	unm_s225
ZFIN:ZDB-GENE-070117-833	unm_s235
ZFIN:ZDB-GENE-070117-834	unm_s280
ZFIN:ZDB-GENE-070117-835	bua
ZFIN:ZDB-GENE-070117-836	unm_s426
ZFIN:ZDB-GENE-070117-837	unm_s433
ZFIN:ZDB-GENE-070117-839	unm_s619
ZFIN:ZDB-GENE-070117-83	exb
ZFIN:ZDB-GENE-070117-840	unm_s624
ZFIN:ZDB-GENE-070117-841	unm_s209
ZFIN:ZDB-GENE-070117-842	unm_s264
ZFIN:ZDB-GENE-070117-843	unm_s249
ZFIN:ZDB-GENE-070117-844	unm_s271
ZFIN:ZDB-GENE-070117-846	unm_s458
ZFIN:ZDB-GENE-070117-848	unm_s459
ZFIN:ZDB-GENE-070117-849	unm_s219
ZFIN:ZDB-GENE-070117-84	jaw
ZFIN:ZDB-GENE-070117-850	unm_s261
ZFIN:ZDB-GENE-070117-851	unm_s272
ZFIN:ZDB-GENE-070117-852	unm_s22
ZFIN:ZDB-GENE-070117-853	unm_s254
ZFIN:ZDB-GENE-070117-854	unm_s630
ZFIN:ZDB-GENE-070117-855	unm_s218
ZFIN:ZDB-GENE-070117-858	unm_s206
ZFIN:ZDB-GENE-070117-859	unm_s224
ZFIN:ZDB-GENE-070117-85	jey
ZFIN:ZDB-GENE-070117-860	unm_s270
ZFIN:ZDB-GENE-070117-861	unm_s274
ZFIN:ZDB-GENE-070117-862	unm_s609
ZFIN:ZDB-GENE-070117-863	unm_s427
ZFIN:ZDB-GENE-070117-864	unm_s273
ZFIN:ZDB-GENE-070117-865	unm_s245
ZFIN:ZDB-GENE-070117-866	unm_s210
ZFIN:ZDB-GENE-070117-867	unm_s211
ZFIN:ZDB-GENE-070117-868	unm_s247
ZFIN:ZDB-GENE-070117-869	unm_s251
ZFIN:ZDB-GENE-070117-86	knk
ZFIN:ZDB-GENE-070117-870	unm_s252
ZFIN:ZDB-GENE-070117-871	unm_s606
ZFIN:ZDB-GENE-070117-872	unm_s612
ZFIN:ZDB-GENE-070117-874	unm_s604
ZFIN:ZDB-GENE-070117-875	unm_s620
ZFIN:ZDB-GENE-070117-876	unm_s246
ZFIN:ZDB-GENE-070117-878	mrn
ZFIN:ZDB-GENE-070117-879	ebd
ZFIN:ZDB-GENE-070117-87	kno
ZFIN:ZDB-GENE-070117-880	ers
ZFIN:ZDB-GENE-070117-881	mich
ZFIN:ZDB-GENE-070117-882	yoi
ZFIN:ZDB-GENE-070117-884	adr
ZFIN:ZDB-GENE-070117-885	vls
ZFIN:ZDB-GENE-070117-886	aqu
ZFIN:ZDB-GENE-070117-887	sdr
ZFIN:ZDB-GENE-070117-888	angelina
ZFIN:ZDB-GENE-070117-889	mnm
ZFIN:ZDB-GENE-070117-88	knu
ZFIN:ZDB-GENE-070117-890	sle
ZFIN:ZDB-GENE-070117-891	dal
ZFIN:ZDB-GENE-070117-892	chee
ZFIN:ZDB-GENE-070117-894	pps
ZFIN:ZDB-GENE-070117-896	unm_t30230
ZFIN:ZDB-GENE-070117-897	unm_t30798
ZFIN:ZDB-GENE-070117-898	unm_t30802
ZFIN:ZDB-GENE-070117-899	unm_t30931
ZFIN:ZDB-GENE-070117-89	trc
ZFIN:ZDB-GENE-070117-8	del
ZFIN:ZDB-GENE-070117-900	unm_t30762
ZFIN:ZDB-GENE-070117-901	unm_t30355
ZFIN:ZDB-GENE-070117-902	unm_t30953
ZFIN:ZDB-GENE-070117-903	unm_t30925
ZFIN:ZDB-GENE-070117-904	unm_t30759
ZFIN:ZDB-GENE-070117-905	unm_t30914
ZFIN:ZDB-GENE-070117-906	unm_t30851
ZFIN:ZDB-GENE-070117-907	unm_t30511
ZFIN:ZDB-GENE-070117-908	unm_t30804
ZFIN:ZDB-GENE-070117-909	unm_t30858
ZFIN:ZDB-GENE-070117-910	unm_t30509
ZFIN:ZDB-GENE-070117-911	unm_t30613
ZFIN:ZDB-GENE-070117-912	unm_t30891
ZFIN:ZDB-GENE-070117-913	unm_t30924
ZFIN:ZDB-GENE-070117-914	unm_t30444
ZFIN:ZDB-GENE-070117-915	unm_t30360
ZFIN:ZDB-GENE-070117-916	unm_t30757
ZFIN:ZDB-GENE-070117-917	unm_t30918
ZFIN:ZDB-GENE-070117-918	unm_t30227
ZFIN:ZDB-GENE-070117-919	unm_t30807
ZFIN:ZDB-GENE-070117-91	vrt
ZFIN:ZDB-GENE-070117-920	unm_t30926
ZFIN:ZDB-GENE-070117-922	unm_t30502
ZFIN:ZDB-GENE-070117-923	unm_t30459
ZFIN:ZDB-GENE-070117-924	unm_t30270
ZFIN:ZDB-GENE-070117-925	unm_t30462
ZFIN:ZDB-GENE-070117-926	unm_t30541
ZFIN:ZDB-GENE-070117-927	unm_t30948
ZFIN:ZDB-GENE-070117-928	unm_t30186
ZFIN:ZDB-GENE-070117-929	unm_t30337
ZFIN:ZDB-GENE-070117-92	vib
ZFIN:ZDB-GENE-070117-930	unm_t30808
ZFIN:ZDB-GENE-070117-931	unm_t30503
ZFIN:ZDB-GENE-070117-932	unm_t30618
ZFIN:ZDB-GENE-070117-933	unm_t30921
ZFIN:ZDB-GENE-070117-934	unm_t30976
ZFIN:ZDB-GENE-070117-935	unm_t30908
ZFIN:ZDB-GENE-070117-936	unm_t30464
ZFIN:ZDB-GENE-070117-937	unm_t30308
ZFIN:ZDB-GENE-070117-938	unm_t30796
ZFIN:ZDB-GENE-070117-939	unm_t30974
ZFIN:ZDB-GENE-070117-940	unm_t30975
ZFIN:ZDB-GENE-070117-941	unm_t30809
ZFIN:ZDB-GENE-070117-942	unm_t30746
ZFIN:ZDB-GENE-070117-943	unm_t30788
ZFIN:ZDB-GENE-070117-944	unm_t30572
ZFIN:ZDB-GENE-070117-945	unm_t30285
ZFIN:ZDB-GENE-070117-946	unm_t30855
ZFIN:ZDB-GENE-070117-947	unm_t30423
ZFIN:ZDB-GENE-070117-948	unm_t30780
ZFIN:ZDB-GENE-070117-949	unm_t30510
ZFIN:ZDB-GENE-070117-94	csm
ZFIN:ZDB-GENE-070117-950	unm_t30707
ZFIN:ZDB-GENE-070117-951	unm_t30392
ZFIN:ZDB-GENE-070117-952	unm_t30840
ZFIN:ZDB-GENE-070117-953	unm_t30733
ZFIN:ZDB-GENE-070117-954	unm_t30724
ZFIN:ZDB-GENE-070117-955	unm_t30779
ZFIN:ZDB-GENE-070117-956	unm_t30625
ZFIN:ZDB-GENE-070117-957	unm_t30538
ZFIN:ZDB-GENE-070117-958	unm_t30726
ZFIN:ZDB-GENE-070117-959	unm_t30751
ZFIN:ZDB-GENE-070117-95	srp
ZFIN:ZDB-GENE-070117-960	unm_t30735
ZFIN:ZDB-GENE-070117-961	unm_t30778
ZFIN:ZDB-GENE-070117-962	unm_t30837
ZFIN:ZDB-GENE-070117-963	unm_t30841
ZFIN:ZDB-GENE-070117-964	unm_t30628
ZFIN:ZDB-GENE-070117-965	unm_t30447
ZFIN:ZDB-GENE-070117-966	unm_t30375
ZFIN:ZDB-GENE-070117-967	unm_t30347
ZFIN:ZDB-GENE-070117-968	unm_t30836
ZFIN:ZDB-GENE-070117-969	unm_t30828
ZFIN:ZDB-GENE-070117-96	prq
ZFIN:ZDB-GENE-070117-970	unm_t30211
ZFIN:ZDB-GENE-070117-971	unm_t30294
ZFIN:ZDB-GENE-070117-972	unm_t30614
ZFIN:ZDB-GENE-070117-973	unm_t30573
ZFIN:ZDB-GENE-070117-974	unm_t30843
ZFIN:ZDB-GENE-070117-975	unm_t30189
ZFIN:ZDB-GENE-070117-976	unm_t30846
ZFIN:ZDB-GENE-070117-977	unm_t30782
ZFIN:ZDB-GENE-070117-978	unm_t30835
ZFIN:ZDB-GENE-070117-979	unm_t30261
ZFIN:ZDB-GENE-070117-97	chl
ZFIN:ZDB-GENE-070117-980	unm_t30264
ZFIN:ZDB-GENE-070117-981	unm_t30412
ZFIN:ZDB-GENE-070117-982	unm_t30859
ZFIN:ZDB-GENE-070117-983	unm_t30499
ZFIN:ZDB-GENE-070117-984	unm_t30865
ZFIN:ZDB-GENE-070117-985	unm_t30872
ZFIN:ZDB-GENE-070117-986	unm_t30396
ZFIN:ZDB-GENE-070117-987	unm_t30580
ZFIN:ZDB-GENE-070117-988	unm_t30163
ZFIN:ZDB-GENE-070117-989	unm_t30564
ZFIN:ZDB-GENE-070117-98	pnk
ZFIN:ZDB-GENE-070117-990	unm_t30597
ZFIN:ZDB-GENE-070117-992	unm_t30344
ZFIN:ZDB-GENE-070117-993	unm_t30395
ZFIN:ZDB-GENE-070117-994	unm_t30744
ZFIN:ZDB-GENE-070117-995	unm_t30919
ZFIN:ZDB-GENE-070117-996	unm_t30873
ZFIN:ZDB-GENE-070117-997	unm_t30689
ZFIN:ZDB-GENE-070117-998	unm_t30436
ZFIN:ZDB-GENE-070117-999	unm_t30183
ZFIN:ZDB-GENE-070117-99	sel
ZFIN:ZDB-GENE-070119-3	pmaip1
ZFIN:ZDB-GENE-070119-4	bbc3
ZFIN:ZDB-GENE-070119-5	obscnl
ZFIN:ZDB-GENE-070122-2	celsr2
ZFIN:ZDB-GENE-070122-3	celsr3
ZFIN:ZDB-GENE-070124-1	tuf
ZFIN:ZDB-GENE-070127-1	fstl5
ZFIN:ZDB-GENE-070129-1	kcnj13
ZFIN:ZDB-GENE-070130-1	nr0b1
ZFIN:ZDB-GENE-070202-2	hs3st1l1
ZFIN:ZDB-GENE-070202-3	hs3st1l2
ZFIN:ZDB-GENE-070202-6	hs3st3l
ZFIN:ZDB-GENE-070206-11	lmf2b
ZFIN:ZDB-GENE-070206-1	nrxn1a
ZFIN:ZDB-GENE-070206-5	nrxn2a
ZFIN:ZDB-GENE-070209-134	sv2ba
ZFIN:ZDB-GENE-070209-23	rnasen
ZFIN:ZDB-GENE-070209-271	syne3
ZFIN:ZDB-GENE-070209-277	ryk
ZFIN:ZDB-GENE-070209-2	cbfa2t3
ZFIN:ZDB-GENE-070209-32	zgc:158482
ZFIN:ZDB-GENE-070209-53	etv7
ZFIN:ZDB-GENE-070209-80	tbx3a
ZFIN:ZDB-GENE-070216-1	otpa
ZFIN:ZDB-GENE-070216-3	wdr47a
ZFIN:ZDB-GENE-070222-3	gpx3
ZFIN:ZDB-GENE-070226-1	hspa12b
ZFIN:ZDB-GENE-070228-1	ercc6
ZFIN:ZDB-GENE-070228-3	hcrtr2
ZFIN:ZDB-GENE-070228-5	unm_be1324
ZFIN:ZDB-GENE-070228-6	utrn
ZFIN:ZDB-GENE-070301-5	ackr3a
ZFIN:ZDB-GENE-070302-4	cxcr1
ZFIN:ZDB-GENE-070302-8	cxcr5
ZFIN:ZDB-GENE-070306-10	unm_b1039
ZFIN:ZDB-GENE-070306-11	unm_b1074
ZFIN:ZDB-GENE-070306-1	unm_b1006
ZFIN:ZDB-GENE-070306-2	unm_b1112
ZFIN:ZDB-GENE-070306-3	unm_b1115
ZFIN:ZDB-GENE-070306-4	unm_b875
ZFIN:ZDB-GENE-070306-5	unm_b896
ZFIN:ZDB-GENE-070306-6	unm_b953
ZFIN:ZDB-GENE-070306-7	unm_b984
ZFIN:ZDB-GENE-070306-8	unm_b1035
ZFIN:ZDB-GENE-070306-9	unm_b1037
ZFIN:ZDB-GENE-070308-2	sorbs2a
ZFIN:ZDB-GENE-070308-3	sorbs2b
ZFIN:ZDB-GENE-070314-1	rargb
ZFIN:ZDB-GENE-070314-2	rxraa
ZFIN:ZDB-GENE-070319-1	rbpjb
ZFIN:ZDB-GENE-070321-1	osr1
ZFIN:ZDB-GENE-070323-2	camk2g2
ZFIN:ZDB-GENE-070326-1	plod2
ZFIN:ZDB-GENE-070326-2	ppm1e
ZFIN:ZDB-GENE-070327-2	rplp2l
ZFIN:ZDB-GENE-070402-2	als2a
ZFIN:ZDB-GENE-070402-3	tmem237a
ZFIN:ZDB-GENE-070410-100	ncapg2
ZFIN:ZDB-GENE-070410-101	inpp5ka
ZFIN:ZDB-GENE-070410-127	tspan4b
ZFIN:ZDB-GENE-070410-133	tnfrsf1b
ZFIN:ZDB-GENE-070410-143	zgc:163143
ZFIN:ZDB-GENE-070410-32	adrb2b
ZFIN:ZDB-GENE-070410-36	atpif1a
ZFIN:ZDB-GENE-070410-38	cerkl
ZFIN:ZDB-GENE-070410-61	tmem201
ZFIN:ZDB-GENE-070410-6	leng8
ZFIN:ZDB-GENE-070410-80	hps5
ZFIN:ZDB-GENE-070410-84	coq2
ZFIN:ZDB-GENE-070410-90	ddit3
ZFIN:ZDB-GENE-070410-96	fktn
ZFIN:ZDB-GENE-070410-99	rfc1
ZFIN:ZDB-GENE-070412-4	fkrp
ZFIN:ZDB-GENE-070423-1	gfpt1
ZFIN:ZDB-GENE-070424-1	kitlga
ZFIN:ZDB-GENE-070424-2	kitlgb
ZFIN:ZDB-GENE-070424-33	cyp2aa1
ZFIN:ZDB-GENE-070424-36	rab8a
ZFIN:ZDB-GENE-070424-54	ptpro
ZFIN:ZDB-GENE-070424-59	igsf21b
ZFIN:ZDB-GENE-070424-63	fam160b1
ZFIN:ZDB-GENE-070424-7	ca15a
ZFIN:ZDB-GENE-070424-84	abcg1
ZFIN:ZDB-GENE-070424-88	pald1b
ZFIN:ZDB-GENE-070426-2	mko
ZFIN:ZDB-GENE-070427-10	peb
ZFIN:ZDB-GENE-070427-11	cod
ZFIN:ZDB-GENE-070427-12	fsb
ZFIN:ZDB-GENE-070427-4	pno
ZFIN:ZDB-GENE-070427-5	gpa
ZFIN:ZDB-GENE-070427-6	ton
ZFIN:ZDB-GENE-070427-7	nco
ZFIN:ZDB-GENE-070427-8	roo
ZFIN:ZDB-GENE-070427-9	ter
ZFIN:ZDB-GENE-070501-10	itga7
ZFIN:ZDB-GENE-070501-1	dysf
ZFIN:ZDB-GENE-070501-5	tcap
ZFIN:ZDB-GENE-070501-6	col6a1
ZFIN:ZDB-GENE-070501-8	col6a3
ZFIN:ZDB-GENE-070503-1	flnca
ZFIN:ZDB-GENE-070508-4	g6pd
ZFIN:ZDB-GENE-070510-3	pld1b
ZFIN:ZDB-GENE-070511-1	prkcz
ZFIN:ZDB-GENE-070514-1	dry
ZFIN:ZDB-GENE-070521-2	ahctf1
ZFIN:ZDB-GENE-070521-8	apln
ZFIN:ZDB-GENE-070522-2	nostrin
ZFIN:ZDB-GENE-070522-3	gba2
ZFIN:ZDB-GENE-070522-4	immp1l
ZFIN:ZDB-GENE-070531-1	btk
ZFIN:ZDB-GENE-070531-3	hrh1
ZFIN:ZDB-GENE-070604-1	arhgef11
ZFIN:ZDB-GENE-070604-3	itpr1a
ZFIN:ZDB-GENE-070606-2	ngfrb
ZFIN:ZDB-GENE-070613-1	plxna3
ZFIN:ZDB-GENE-070615-10	nrg2a
ZFIN:ZDB-GENE-070615-29	cdx1b
ZFIN:ZDB-GENE-070615-37	baz2ba
ZFIN:ZDB-GENE-070618-1	bmpr2a
ZFIN:ZDB-GENE-070618-2	bmpr2b
ZFIN:ZDB-GENE-070619-5	mtus1b
ZFIN:ZDB-GENE-070619-6	cpo
ZFIN:ZDB-GENE-070622-2	ghrl
ZFIN:ZDB-GENE-070626-1	nkx6.2
ZFIN:ZDB-GENE-070626-3	bbs12
ZFIN:ZDB-GENE-070627-10	gin9
ZFIN:ZDB-GENE-070627-11	gin11
ZFIN:ZDB-GENE-070627-12	gin12
ZFIN:ZDB-GENE-070627-13	med13a
ZFIN:ZDB-GENE-070627-2	gin1
ZFIN:ZDB-GENE-070627-3	gin2
ZFIN:ZDB-GENE-070627-4	gin3
ZFIN:ZDB-GENE-070627-5	gin4
ZFIN:ZDB-GENE-070627-6	gin5
ZFIN:ZDB-GENE-070627-7	gin6
ZFIN:ZDB-GENE-070627-8	gin7
ZFIN:ZDB-GENE-070627-9	gin8
ZFIN:ZDB-GENE-070628-1	snx10b
ZFIN:ZDB-GENE-070628-4	fbxo31
ZFIN:ZDB-GENE-070629-1	nol9
ZFIN:ZDB-GENE-070629-3	lsm8
ZFIN:ZDB-GENE-070702-4	apoba
ZFIN:ZDB-GENE-070702-5	blm
ZFIN:ZDB-GENE-070705-129	artnb
ZFIN:ZDB-GENE-070705-151	si:ch211-258f14.2
ZFIN:ZDB-GENE-070705-152	coa6
ZFIN:ZDB-GENE-070705-171	dis3l2
ZFIN:ZDB-GENE-070705-181	cnnm4b
ZFIN:ZDB-GENE-070705-182	zfyve9a
ZFIN:ZDB-GENE-070705-188	chrm1b
ZFIN:ZDB-GENE-070705-209	cntnap5b
ZFIN:ZDB-GENE-070705-222	pku300
ZFIN:ZDB-GENE-070705-262	kremen1
ZFIN:ZDB-GENE-070705-267	flrt2
ZFIN:ZDB-GENE-070705-302	adcy1a
ZFIN:ZDB-GENE-070705-311	cep70
ZFIN:ZDB-GENE-070705-323	cd180
ZFIN:ZDB-GENE-070705-346	paqr7a
ZFIN:ZDB-GENE-070705-355	myo1hb
ZFIN:ZDB-GENE-070705-417	ryr1b
ZFIN:ZDB-GENE-070705-452	layna
ZFIN:ZDB-GENE-070705-471	adamts12
ZFIN:ZDB-GENE-070705-483	si:dkey-61l1.4
ZFIN:ZDB-GENE-070705-484	ssbp3a
ZFIN:ZDB-GENE-070705-487	fbrsl1
ZFIN:ZDB-GENE-070705-488	st6galnac5a
ZFIN:ZDB-GENE-070705-4	gphnb
ZFIN:ZDB-GENE-070705-529	nfkbib
ZFIN:ZDB-GENE-070705-53	dio3b
ZFIN:ZDB-GENE-070705-75	triqk
ZFIN:ZDB-GENE-070705-78	cds1
ZFIN:ZDB-GENE-070705-7	cdkn1a
ZFIN:ZDB-GENE-070705-96	slc2a11b
ZFIN:ZDB-GENE-070709-1	daam2
ZFIN:ZDB-GENE-070713-2	ephb2a
ZFIN:ZDB-GENE-070713-5	ampd2
ZFIN:ZDB-GENE-070718-2	tyrp1a
ZFIN:ZDB-GENE-070718-4	oca2
ZFIN:ZDB-GENE-070719-2	amer1
ZFIN:ZDB-GENE-070720-14	ppfia4
ZFIN:ZDB-GENE-070720-16	ralgps1
ZFIN:ZDB-GENE-070720-17	plk2b
ZFIN:ZDB-GENE-070720-1	mir9-1
ZFIN:ZDB-GENE-070720-2	mir9-5
ZFIN:ZDB-GENE-070725-1	nin
ZFIN:ZDB-GENE-070725-4	jak3
ZFIN:ZDB-GENE-070727-1	ponzr1
ZFIN:ZDB-GENE-070801-2	sirt1
ZFIN:ZDB-GENE-070802-4	col4a3
ZFIN:ZDB-GENE-070803-1	tdrd1
ZFIN:ZDB-GENE-070803-3	bhlha15
ZFIN:ZDB-GENE-070809-2	doy
ZFIN:ZDB-GENE-070809-7	sav
ZFIN:ZDB-GENE-070810-4	raptor
ZFIN:ZDB-GENE-070810-5	rictorb
ZFIN:ZDB-GENE-070810-6	figf
ZFIN:ZDB-GENE-070816-3	adamts2
ZFIN:ZDB-GENE-070818-1	loxl2a
ZFIN:ZDB-GENE-070818-3	loxl5b
ZFIN:ZDB-GENE-070820-10	lig4
ZFIN:ZDB-GENE-070820-6	hbegfb
ZFIN:ZDB-GENE-070822-12	smyhc2
ZFIN:ZDB-GENE-070824-4	nr4a3
ZFIN:ZDB-GENE-070828-1	cyp11c1
ZFIN:ZDB-GENE-070830-1	trpc1
ZFIN:ZDB-GENE-070831-1	kirrel3l
ZFIN:ZDB-GENE-070905-2	crfb2
ZFIN:ZDB-GENE-070905-3	crfb4
ZFIN:ZDB-GENE-070905-4	il10ra
ZFIN:ZDB-GENE-070906-1	ints6
ZFIN:ZDB-GENE-070912-112	slc7a14a
ZFIN:ZDB-GENE-070912-124	zeb1a
ZFIN:ZDB-GENE-070912-173	kirrelb
ZFIN:ZDB-GENE-070912-179	chd7
ZFIN:ZDB-GENE-070912-197	adcy8
ZFIN:ZDB-GENE-070912-212	satb2
ZFIN:ZDB-GENE-070912-216	vwa5b2
ZFIN:ZDB-GENE-070912-21	adap2
ZFIN:ZDB-GENE-070912-267	si:ch211-269e2.1
ZFIN:ZDB-GENE-070912-270	phf20a
ZFIN:ZDB-GENE-070912-274	col8a1a
ZFIN:ZDB-GENE-070912-282	dnah7
ZFIN:ZDB-GENE-070912-291	fam160a2
ZFIN:ZDB-GENE-070912-293	cyp7c1
ZFIN:ZDB-GENE-070912-300	oc90
ZFIN:ZDB-GENE-070912-301	kcnq3
ZFIN:ZDB-GENE-070912-332	si:ch73-18b11.1
ZFIN:ZDB-GENE-070912-399	si:dkey-181m9.8
ZFIN:ZDB-GENE-070912-423	rpgra
ZFIN:ZDB-GENE-070912-43	slc5a3b
ZFIN:ZDB-GENE-070912-458	atr
ZFIN:ZDB-GENE-070912-46	afg3l2
ZFIN:ZDB-GENE-070912-475	csrnp1a
ZFIN:ZDB-GENE-070912-508	si:dkey-29d8.3
ZFIN:ZDB-GENE-070912-509	cables1
ZFIN:ZDB-GENE-070912-542	si:dkey-4e7.3
ZFIN:ZDB-GENE-070912-548	skila
ZFIN:ZDB-GENE-070912-553	zeb2a
ZFIN:ZDB-GENE-070912-60	serpine1
ZFIN:ZDB-GENE-070912-613	vcpip1
ZFIN:ZDB-GENE-070912-619	cspp1b
ZFIN:ZDB-GENE-070912-625	si:dkeyp-104b3.2
ZFIN:ZDB-GENE-070912-641	si:dkeyp-1a11.3
ZFIN:ZDB-GENE-070912-659	nfatc4
ZFIN:ZDB-GENE-070912-680	fastk
ZFIN:ZDB-GENE-070912-689	col15a1b
ZFIN:ZDB-GENE-070912-715	bin1a
ZFIN:ZDB-GENE-070922-1	egf
ZFIN:ZDB-GENE-070927-1	sem
ZFIN:ZDB-GENE-070927-2	mlb
ZFIN:ZDB-GENE-070928-11	map3k20
ZFIN:ZDB-GENE-070928-9	wdr34
ZFIN:ZDB-GENE-071004-1	dvl1b
ZFIN:ZDB-GENE-071004-38	zgc:171779
ZFIN:ZDB-GENE-071008-4	aire
ZFIN:ZDB-GENE-071009-1	pcsk1
ZFIN:ZDB-GENE-071012-2	mir34b
ZFIN:ZDB-GENE-071022-1	ophelia
ZFIN:ZDB-GENE-071107-1	mir375-1
ZFIN:ZDB-GENE-071107-2	mir375-2
ZFIN:ZDB-GENE-071108-1	psoriasis
ZFIN:ZDB-GENE-071115-4	ripk3l
ZFIN:ZDB-GENE-071116-1	epor
ZFIN:ZDB-GENE-071116-8	nwd1
ZFIN:ZDB-GENE-071116-9	nod1
ZFIN:ZDB-GENE-071119-2	nes
ZFIN:ZDB-GENE-071119-6	lrrc10
ZFIN:ZDB-GENE-071120-8	ifngr1
ZFIN:ZDB-GENE-071126-1	lrrn1
ZFIN:ZDB-GENE-071126-2	aida
ZFIN:ZDB-GENE-071130-1	nkd2a
ZFIN:ZDB-GENE-071205-1	kof
ZFIN:ZDB-GENE-071205-2	mkn
ZFIN:ZDB-GENE-071205-3	bln
ZFIN:ZDB-GENE-071205-4	rgd
ZFIN:ZDB-GENE-071205-5	loe
ZFIN:ZDB-GENE-071205-6	tps
ZFIN:ZDB-GENE-071206-1	radil
ZFIN:ZDB-GENE-071212-1	epn2
ZFIN:ZDB-GENE-071212-2	top3a
ZFIN:ZDB-GENE-071212-3	flii
ZFIN:ZDB-GENE-071213-3	itgb8
ZFIN:ZDB-GENE-071218-1	spint1b
ZFIN:ZDB-GENE-071218-3	mst1rb
ZFIN:ZDB-GENE-071218-6	lrrk2
ZFIN:ZDB-GENE-071219-2	pig5
ZFIN:ZDB-GENE-080102-2	chata
ZFIN:ZDB-GENE-080102-3	ift46
ZFIN:ZDB-GENE-080102-4	ptpn21
ZFIN:ZDB-GENE-080102-5	hdc
ZFIN:ZDB-GENE-080103-2	prlra
