affected_gene_id	affected_gene_label
ZFIN:ZDB-GENE-040426-2103	tdrd7
ZFIN:ZDB-GENE-040426-2115	galcb
ZFIN:ZDB-GENE-040426-2116	rabggtb
ZFIN:ZDB-GENE-040426-2120	atat1
ZFIN:ZDB-GENE-040426-2132	mmp9
ZFIN:ZDB-GENE-040426-2133	sumo3a
ZFIN:ZDB-GENE-040426-2140	nop58
ZFIN:ZDB-GENE-040426-2142	ak3
ZFIN:ZDB-GENE-040426-2161	wls
ZFIN:ZDB-GENE-040426-2169	spint1a
ZFIN:ZDB-GENE-040426-2172	junba
ZFIN:ZDB-GENE-040426-2173	pdhb
ZFIN:ZDB-GENE-040426-2185	tpm4a
ZFIN:ZDB-GENE-040426-2186	sumo1
ZFIN:ZDB-GENE-040426-2190	amfr
ZFIN:ZDB-GENE-040426-2209	epcam
ZFIN:ZDB-GENE-040426-2210	zgc:85777
ZFIN:ZDB-GENE-040426-2236	dhdds
ZFIN:ZDB-GENE-040426-2252	tnfrsf1a
ZFIN:ZDB-GENE-040426-2279	gdpd3a
ZFIN:ZDB-GENE-040426-2281	zgc:77778
ZFIN:ZDB-GENE-040426-2286	rad51
ZFIN:ZDB-GENE-040426-2290	rpl19
ZFIN:ZDB-GENE-040426-2298	rbm22
ZFIN:ZDB-GENE-040426-2308	six1b
ZFIN:ZDB-GENE-040426-2317	gnl2
ZFIN:ZDB-GENE-040426-2323	usp33
ZFIN:ZDB-GENE-040426-2329	sort1a
ZFIN:ZDB-GENE-040426-2330	wnt16
ZFIN:ZDB-GENE-040426-2331	spast
ZFIN:ZDB-GENE-040426-2338	spred1
ZFIN:ZDB-GENE-040426-2357	nbl1
ZFIN:ZDB-GENE-040426-2364	ednrab
ZFIN:ZDB-GENE-040426-2368	ucmab
ZFIN:ZDB-GENE-040426-2371	dnm2b
ZFIN:ZDB-GENE-040426-2398	lox
ZFIN:ZDB-GENE-040426-2423	igfbp7
ZFIN:ZDB-GENE-040426-2432	hnrnpul1
ZFIN:ZDB-GENE-040426-2435	leo1
ZFIN:ZDB-GENE-040426-2437	foxg1b
ZFIN:ZDB-GENE-040426-2440	fbxl15
ZFIN:ZDB-GENE-040426-2442	cldn5a
ZFIN:ZDB-GENE-040426-2449	ift122
ZFIN:ZDB-GENE-040426-2452	sfpq
ZFIN:ZDB-GENE-040426-2464	rbfox2
ZFIN:ZDB-GENE-040426-2466	cirh1a
ZFIN:ZDB-GENE-040426-2477	lta4h
ZFIN:ZDB-GENE-040426-2482	stxbp2
ZFIN:ZDB-GENE-040426-2495	fam53b
ZFIN:ZDB-GENE-040426-2500	lnx2b
ZFIN:ZDB-GENE-040426-2509	otud3
ZFIN:ZDB-GENE-040426-2528	socs3b
ZFIN:ZDB-GENE-040426-2532	pik3cg
ZFIN:ZDB-GENE-040426-2536	cdipt
ZFIN:ZDB-GENE-040426-2537	stk25b
ZFIN:ZDB-GENE-040426-2568	ppp2r5d
ZFIN:ZDB-GENE-040426-2572	rnf170
ZFIN:ZDB-GENE-040426-2575	ctnnb2
ZFIN:ZDB-GENE-040426-2581	ehhadh
ZFIN:ZDB-GENE-040426-2584	usp5
ZFIN:ZDB-GENE-040426-2590	fam49bb
ZFIN:ZDB-GENE-040426-2595	rhcgb
ZFIN:ZDB-GENE-040426-2607	pdcd10b
ZFIN:ZDB-GENE-040426-2643	eif3m
ZFIN:ZDB-GENE-040426-2649	sec13
ZFIN:ZDB-GENE-040426-2651	tmem59l
ZFIN:ZDB-GENE-040426-2653	ppt1
ZFIN:ZDB-GENE-040426-2656	ddc
ZFIN:ZDB-GENE-040426-2666	junbb
ZFIN:ZDB-GENE-040426-2685	oclna
ZFIN:ZDB-GENE-040426-2701	rps11
ZFIN:ZDB-GENE-040426-2717	hnrpdl
ZFIN:ZDB-GENE-040426-2761	apex1
ZFIN:ZDB-GENE-040426-2764	hinfp
ZFIN:ZDB-GENE-040426-2766	hnrnpr
ZFIN:ZDB-GENE-040426-2768	cd9b
ZFIN:ZDB-GENE-040426-2784	sass6
ZFIN:ZDB-GENE-040426-2787	plrg1
ZFIN:ZDB-GENE-040426-2793	derl1
ZFIN:ZDB-GENE-040426-2795	rp2
ZFIN:ZDB-GENE-040426-2797	canx
ZFIN:ZDB-GENE-040426-2801	ssbp3b
ZFIN:ZDB-GENE-040426-2816	arhgdia
ZFIN:ZDB-GENE-040426-2817	cwc25
ZFIN:ZDB-GENE-040426-2823	sec23a
ZFIN:ZDB-GENE-040426-2830	tax1bp3
ZFIN:ZDB-GENE-040426-2833	stxbp3
ZFIN:ZDB-GENE-040426-2836	upf1
ZFIN:ZDB-GENE-040426-2841	stk24b
ZFIN:ZDB-GENE-040426-2847	usp25
ZFIN:ZDB-GENE-040426-2850	med25
ZFIN:ZDB-GENE-040426-2854	skiv2l2
ZFIN:ZDB-GENE-040426-2855	gnb1b
ZFIN:ZDB-GENE-040426-2857	snx5
ZFIN:ZDB-GENE-040426-2863	faf1
ZFIN:ZDB-GENE-040426-2882	olfm2a
ZFIN:ZDB-GENE-040426-2887	cul1b
ZFIN:ZDB-GENE-040426-2889	crip2
ZFIN:ZDB-GENE-040426-2903	fbxw11b
ZFIN:ZDB-GENE-040426-2904	emc3
ZFIN:ZDB-GENE-040426-2906	nedd1
ZFIN:ZDB-GENE-040426-2910	gyg1a
ZFIN:ZDB-GENE-040426-2919	ube2v2
ZFIN:ZDB-GENE-040426-2920	rnf41
ZFIN:ZDB-GENE-040426-2922	bc2
ZFIN:ZDB-GENE-040426-2932	msh2
ZFIN:ZDB-GENE-040426-2951	crkl
ZFIN:ZDB-GENE-040426-57	smc1al
ZFIN:ZDB-GENE-040426-59	tyms
ZFIN:ZDB-GENE-040426-687	stau2
ZFIN:ZDB-GENE-040426-702	atp2a2a
ZFIN:ZDB-GENE-040426-706	hif1ab
ZFIN:ZDB-GENE-040426-707	unk
ZFIN:ZDB-GENE-040426-709	dusp4
ZFIN:ZDB-GENE-040426-712	fzr1
ZFIN:ZDB-GENE-040426-731	brpf1
ZFIN:ZDB-GENE-040426-741	rbpms2b
ZFIN:ZDB-GENE-040426-744	pitpnaa
ZFIN:ZDB-GENE-040426-747	lin28a
ZFIN:ZDB-GENE-040426-748	dmap1
ZFIN:ZDB-GENE-040426-751	scn1a
ZFIN:ZDB-GENE-040426-752	nek2
ZFIN:ZDB-GENE-040426-757	mkks
ZFIN:ZDB-GENE-040426-764	nol10
ZFIN:ZDB-GENE-040426-770	prkcsh
ZFIN:ZDB-GENE-040426-774	usp44
ZFIN:ZDB-GENE-040426-790	cyp2p6
ZFIN:ZDB-GENE-040426-792	nudt3a
ZFIN:ZDB-GENE-040426-793	rasl11b
ZFIN:ZDB-GENE-040426-800	zw10
ZFIN:ZDB-GENE-040426-803	vldlr
ZFIN:ZDB-GENE-040426-804	wdr1
ZFIN:ZDB-GENE-040426-811	rpsa
ZFIN:ZDB-GENE-040426-818	srp54
ZFIN:ZDB-GENE-040426-820	cdc14b
ZFIN:ZDB-GENE-040426-825	phkg2
ZFIN:ZDB-GENE-040426-826	zgc:55870
ZFIN:ZDB-GENE-040426-833	sh3glb2b
ZFIN:ZDB-GENE-040426-836	tubg1
ZFIN:ZDB-GENE-040426-838	strumpellin
ZFIN:ZDB-GENE-040426-841	ccdc94
ZFIN:ZDB-GENE-040426-847	hdac3
ZFIN:ZDB-GENE-040426-848	serpine2
ZFIN:ZDB-GENE-040426-850	josd2
ZFIN:ZDB-GENE-040426-852	dnpep
ZFIN:ZDB-GENE-040426-876	cct8
ZFIN:ZDB-GENE-040426-885	tigarb
ZFIN:ZDB-GENE-040426-893	gar1
ZFIN:ZDB-GENE-040426-895	pitpnb
ZFIN:ZDB-GENE-040426-896	chek1
ZFIN:ZDB-GENE-040426-899	nudc
ZFIN:ZDB-GENE-040426-900	unga
ZFIN:ZDB-GENE-040426-901	pdgfrl
ZFIN:ZDB-GENE-040426-918	lpp
ZFIN:ZDB-GENE-040426-933	tab2
ZFIN:ZDB-GENE-040426-940	cdc37
ZFIN:ZDB-GENE-040426-972	polr3f
ZFIN:ZDB-GENE-040426-976	rnaseh2a
ZFIN:ZDB-GENE-040426-983	atxn3
ZFIN:ZDB-GENE-040426-984	pacsin3
ZFIN:ZDB-GENE-040426-993	ncor1
ZFIN:ZDB-GENE-040427-2	gdf11
ZFIN:ZDB-GENE-040428-1	rb1
ZFIN:ZDB-GENE-040429-1	sox21b
ZFIN:ZDB-GENE-040429-2	egfl7
ZFIN:ZDB-GENE-040513-7	cdh23
ZFIN:ZDB-GENE-040516-9	thrap3b
ZFIN:ZDB-GENE-040520-1	vipas39
ZFIN:ZDB-GENE-040520-3	tbpl2
ZFIN:ZDB-GENE-040520-4	actc1a
ZFIN:ZDB-GENE-040525-1	rab4a
ZFIN:ZDB-GENE-040526-1	dzip1
ZFIN:ZDB-GENE-040527-1	rgma
ZFIN:ZDB-GENE-040527-2	rgmb
ZFIN:ZDB-GENE-040611-1	nrp1b
ZFIN:ZDB-GENE-040611-2	nrp2a
ZFIN:ZDB-GENE-040611-3	nrp2b
ZFIN:ZDB-GENE-040614-1	ift57
ZFIN:ZDB-GENE-040614-2	ift20
ZFIN:ZDB-GENE-040614-3	ift52
ZFIN:ZDB-GENE-040616-4	esrrgb
ZFIN:ZDB-GENE-040617-1	lck
ZFIN:ZDB-GENE-040618-2	psmb1
ZFIN:ZDB-GENE-040618-3	rhoua
ZFIN:ZDB-GENE-040618-4	gnpat
ZFIN:ZDB-GENE-040621-2	vangl1
ZFIN:ZDB-GENE-040622-1	zic5
ZFIN:ZDB-GENE-040622-2	rpl36
ZFIN:ZDB-GENE-040622-3	nf2b
ZFIN:ZDB-GENE-040622-4	zic4
ZFIN:ZDB-GENE-040622-5	rps29
ZFIN:ZDB-GENE-040623-1	pth1a
ZFIN:ZDB-GENE-040623-3	dact1
ZFIN:ZDB-GENE-040624-11	bves
ZFIN:ZDB-GENE-040624-12	trpv6
ZFIN:ZDB-GENE-040624-4	tph2
ZFIN:ZDB-GENE-040624-5	ctcf
ZFIN:ZDB-GENE-040624-6	gpr98
ZFIN:ZDB-GENE-040625-109	eaf1
ZFIN:ZDB-GENE-040625-112	rbks
ZFIN:ZDB-GENE-040625-119	tnni2a.4
ZFIN:ZDB-GENE-040625-121	ralbb
ZFIN:ZDB-GENE-040625-127	ppih
ZFIN:ZDB-GENE-040625-133	rab1bb
ZFIN:ZDB-GENE-040625-139	trim63
ZFIN:ZDB-GENE-040625-147	rpl11
ZFIN:ZDB-GENE-040625-160	ddt
ZFIN:ZDB-GENE-040625-162	pigk
ZFIN:ZDB-GENE-040625-167	rap1aa
ZFIN:ZDB-GENE-040625-176	trnt1
ZFIN:ZDB-GENE-040625-179	eaf2
ZFIN:ZDB-GENE-040625-21	sae1
ZFIN:ZDB-GENE-040625-24	lum
ZFIN:ZDB-GENE-040625-27	rac2
ZFIN:ZDB-GENE-040625-53	slc12a2
ZFIN:ZDB-GENE-040625-57	pvalb1
ZFIN:ZDB-GENE-040625-6	sra1
ZFIN:ZDB-GENE-040625-73	tubd1
ZFIN:ZDB-GENE-040625-80	zgc:86896
ZFIN:ZDB-GENE-040625-90	cdk5rap3
ZFIN:ZDB-GENE-040625-93	rpl5b
ZFIN:ZDB-GENE-040628-1	rbm24a
ZFIN:ZDB-GENE-040628-2	aptx
ZFIN:ZDB-GENE-040628-3	dlg4b
ZFIN:ZDB-GENE-040629-1	ifng1-2
ZFIN:ZDB-GENE-040629-3	runx2a
ZFIN:ZDB-GENE-040629-4	runx2b
ZFIN:ZDB-GENE-040630-2	fibpb
ZFIN:ZDB-GENE-040630-3	ren
ZFIN:ZDB-GENE-040630-7	pou1f1
ZFIN:ZDB-GENE-040630-9	glcea
ZFIN:ZDB-GENE-040701-1	nlk1
ZFIN:ZDB-GENE-040702-3	syk
ZFIN:ZDB-GENE-040702-5	kcnh6a
ZFIN:ZDB-GENE-040702-7	cnr2
ZFIN:ZDB-GENE-040704-22	cdc42ep4a
ZFIN:ZDB-GENE-040704-35	cep41
ZFIN:ZDB-GENE-040704-3	rbck1
ZFIN:ZDB-GENE-040704-44	fam32a
ZFIN:ZDB-GENE-040704-45	prpf18
ZFIN:ZDB-GENE-040704-58	tfcp2l1
ZFIN:ZDB-GENE-040704-59	mgst1.2
ZFIN:ZDB-GENE-040704-64	htra1a
ZFIN:ZDB-GENE-040704-69	pak4
ZFIN:ZDB-GENE-040704-71	kctd4
ZFIN:ZDB-GENE-040704-77	snx7
ZFIN:ZDB-GENE-040707-1	irx1a
ZFIN:ZDB-GENE-040708-1	prdm5
ZFIN:ZDB-GENE-040709-1	otomp
ZFIN:ZDB-GENE-040709-2	cpsf1
ZFIN:ZDB-GENE-040712-1	ltv1
ZFIN:ZDB-GENE-040712-4	irx4b
ZFIN:ZDB-GENE-040712-5	irx6a
ZFIN:ZDB-GENE-040712-6	ccm2
ZFIN:ZDB-GENE-040713-1	adcy7
ZFIN:ZDB-GENE-040714-1	heg
ZFIN:ZDB-GENE-040714-2	polr2d
ZFIN:ZDB-GENE-040714-3	ift81
ZFIN:ZDB-GENE-040715-1	mcm3ap
ZFIN:ZDB-GENE-040715-2	cga
ZFIN:ZDB-GENE-040715-4	lman2la
ZFIN:ZDB-GENE-040715-8	nup205
ZFIN:ZDB-GENE-040718-101	glrx2
ZFIN:ZDB-GENE-040718-102	arr3a
ZFIN:ZDB-GENE-040718-103	nr4a2b
ZFIN:ZDB-GENE-040718-106	rbpms2a
ZFIN:ZDB-GENE-040718-108	otub1a
ZFIN:ZDB-GENE-040718-10	pls3
ZFIN:ZDB-GENE-040718-110	syt5a
ZFIN:ZDB-GENE-040718-139	sbf1
ZFIN:ZDB-GENE-040718-144	rhoad
ZFIN:ZDB-GENE-040718-145	cldn15lb
ZFIN:ZDB-GENE-040718-146	myoz1b
ZFIN:ZDB-GENE-040718-150	ufd1l
ZFIN:ZDB-GENE-040718-155	six1a
ZFIN:ZDB-GENE-040718-178	nkx6.1
ZFIN:ZDB-GENE-040718-181	sf3b5
ZFIN:ZDB-GENE-040718-190	rpl35a
ZFIN:ZDB-GENE-040718-194	olfm1a
ZFIN:ZDB-GENE-040718-204	otub1b
ZFIN:ZDB-GENE-040718-220	cdk5r1b
ZFIN:ZDB-GENE-040718-248	tspan36
ZFIN:ZDB-GENE-040718-249	tyrp1b
ZFIN:ZDB-GENE-040718-253	ccdc103
ZFIN:ZDB-GENE-040718-259	atp6v1f
ZFIN:ZDB-GENE-040718-266	rab11fip4a
ZFIN:ZDB-GENE-040718-274	ap3s2
ZFIN:ZDB-GENE-040718-281	vapal
ZFIN:ZDB-GENE-040718-291	polr3k
ZFIN:ZDB-GENE-040718-328	sec63
ZFIN:ZDB-GENE-040718-342	lzic
ZFIN:ZDB-GENE-040718-346	zdhhc7
ZFIN:ZDB-GENE-040718-356	zgc:92275
ZFIN:ZDB-GENE-040718-365	gsto1
ZFIN:ZDB-GENE-040718-367	irf8
ZFIN:ZDB-GENE-040718-371	zgc:92242
ZFIN:ZDB-GENE-040718-377	prkab1a
ZFIN:ZDB-GENE-040718-389	camk2n2
ZFIN:ZDB-GENE-040718-390	slc2a3a
ZFIN:ZDB-GENE-040718-397	crlf1a
ZFIN:ZDB-GENE-040718-399	cacnb1
ZFIN:ZDB-GENE-040718-436	agpat9
ZFIN:ZDB-GENE-040718-44	rspo1
ZFIN:ZDB-GENE-040718-463	pde6d
ZFIN:ZDB-GENE-040718-470	zgc:92360
ZFIN:ZDB-GENE-040718-479	tfip11
ZFIN:ZDB-GENE-040718-48	nus1
ZFIN:ZDB-GENE-040718-90	b9d2
ZFIN:ZDB-GENE-040720-1	ctdp1
ZFIN:ZDB-GENE-040720-3	bud31
ZFIN:ZDB-GENE-040721-1	gins3
ZFIN:ZDB-GENE-040721-2	parvaa
ZFIN:ZDB-GENE-040722-2	pih1d3
ZFIN:ZDB-GENE-040723-1	gnl3l
ZFIN:ZDB-GENE-040723-3	oxct1a
ZFIN:ZDB-GENE-040723-4	t2gtl4a
ZFIN:ZDB-GENE-040723-6	t2gtl56
ZFIN:ZDB-GENE-040723-8	nrip1a
ZFIN:ZDB-GENE-040724-10	sart3
ZFIN:ZDB-GENE-040724-125	fam20b
ZFIN:ZDB-GENE-040724-144	snx14
ZFIN:ZDB-GENE-040724-166	kdm6bb
ZFIN:ZDB-GENE-040724-171	kcnk3a
ZFIN:ZDB-GENE-040724-172	enpp1
ZFIN:ZDB-GENE-040724-18	ddhd1b
ZFIN:ZDB-GENE-040724-202	nr6a1b
ZFIN:ZDB-GENE-040724-208	tgfa
ZFIN:ZDB-GENE-040724-213	lama4
ZFIN:ZDB-GENE-040724-243	galca
ZFIN:ZDB-GENE-040724-40	lbx1a
ZFIN:ZDB-GENE-040724-70	si:dkey-119m7.4
ZFIN:ZDB-GENE-040724-77	carm1
ZFIN:ZDB-GENE-040724-82	med23
ZFIN:ZDB-GENE-040724-89	c1ql4l
ZFIN:ZDB-GENE-040724-96	rimbp2
ZFIN:ZDB-GENE-040727-3	b4galt7
ZFIN:ZDB-GENE-040727-4	med19b
ZFIN:ZDB-GENE-040728-1	ticrr
ZFIN:ZDB-GENE-040728-3	pdcd7
ZFIN:ZDB-GENE-040801-100	trim101
ZFIN:ZDB-GENE-040801-106	glrbb
ZFIN:ZDB-GENE-040801-111	suv39h1a
ZFIN:ZDB-GENE-040801-119	fam120b
ZFIN:ZDB-GENE-040801-128	mastl
ZFIN:ZDB-GENE-040801-130	mettl16
ZFIN:ZDB-GENE-040801-148	crk
ZFIN:ZDB-GENE-040801-149	atg5
ZFIN:ZDB-GENE-040801-150	rgs3a
ZFIN:ZDB-GENE-040801-159	ap1m3
ZFIN:ZDB-GENE-040801-161	aurka
ZFIN:ZDB-GENE-040801-170	syf2
ZFIN:ZDB-GENE-040801-185	rab18b
ZFIN:ZDB-GENE-040801-189	tipin
ZFIN:ZDB-GENE-040801-201	cldnk
ZFIN:ZDB-GENE-040801-205	socs1a
ZFIN:ZDB-GENE-040801-209	ikzf5
ZFIN:ZDB-GENE-040801-217	dhrs3a
ZFIN:ZDB-GENE-040801-228	olfm1b
ZFIN:ZDB-GENE-040801-231	tm4sf4
ZFIN:ZDB-GENE-040801-234	gmppb
ZFIN:ZDB-GENE-040801-236	suds3
ZFIN:ZDB-GENE-040801-239	c8a
ZFIN:ZDB-GENE-040801-240	cptp
ZFIN:ZDB-GENE-040801-248	stac3
ZFIN:ZDB-GENE-040801-260	cux1b
ZFIN:ZDB-GENE-040801-34	kctd15b
ZFIN:ZDB-GENE-040801-36	suz12a
ZFIN:ZDB-GENE-040801-39	desi2
ZFIN:ZDB-GENE-040801-40	bag3
ZFIN:ZDB-GENE-040801-41	mipa
ZFIN:ZDB-GENE-040801-44	homer1b
ZFIN:ZDB-GENE-040801-47	zgc:100846
ZFIN:ZDB-GENE-040801-50	otud5b
ZFIN:ZDB-GENE-040801-77	tuba8l3
ZFIN:ZDB-GENE-040801-7	sumo2b
ZFIN:ZDB-GENE-040801-95	auh
ZFIN:ZDB-GENE-040801-97	lpar2a
ZFIN:ZDB-GENE-040806-1	fshb
ZFIN:ZDB-GENE-040806-2	lhb
ZFIN:ZDB-GENE-040808-19	eif3ha
ZFIN:ZDB-GENE-040808-32	chrne
ZFIN:ZDB-GENE-040808-34	cdkl1
ZFIN:ZDB-GENE-040808-67	kras
ZFIN:ZDB-GENE-040809-1	atm
ZFIN:ZDB-GENE-040809-2	rbm42
ZFIN:ZDB-GENE-040812-2	caprin2
ZFIN:ZDB-GENE-040812-4	obscn
ZFIN:ZDB-GENE-040816-1	cdh5
ZFIN:ZDB-GENE-040817-1	agrp
ZFIN:ZDB-GENE-040819-2	myo6a
ZFIN:ZDB-GENE-040822-18	cdc26
ZFIN:ZDB-GENE-040822-24	emp2
ZFIN:ZDB-GENE-040822-26	calcrla
ZFIN:ZDB-GENE-040822-28	nfil3
ZFIN:ZDB-GENE-040822-29	agbl5
ZFIN:ZDB-GENE-040822-32	grb10a
ZFIN:ZDB-GENE-040822-3	fhl5
ZFIN:ZDB-GENE-040822-40	morc2
ZFIN:ZDB-GENE-040822-43	crbn
ZFIN:ZDB-GENE-040822-7	abrab
ZFIN:ZDB-GENE-040823-3	prpf3
ZFIN:ZDB-GENE-040824-2	clasp1b
ZFIN:ZDB-GENE-040824-3	rfc4
ZFIN:ZDB-GENE-040824-4	her11
ZFIN:ZDB-GENE-040825-1	rnf113a
ZFIN:ZDB-GENE-040825-2	snrnp70
ZFIN:ZDB-GENE-040825-3	ddx56
ZFIN:ZDB-GENE-040825-4	rela
ZFIN:ZDB-GENE-040826-2	dstyk
ZFIN:ZDB-GENE-040826-5	slc35d1a
ZFIN:ZDB-GENE-040827-1	ift172
ZFIN:ZDB-GENE-040827-2	lrrc6
ZFIN:ZDB-GENE-040827-3	sf3b1
ZFIN:ZDB-GENE-040827-4	pkd2
ZFIN:ZDB-GENE-040830-1	polb
ZFIN:ZDB-GENE-040831-1	sars
ZFIN:ZDB-GENE-040831-2	ect2
ZFIN:ZDB-GENE-040831-3	srp68
ZFIN:ZDB-GENE-040831-4	gle1
ZFIN:ZDB-GENE-040901-1	furina
ZFIN:ZDB-GENE-040901-2	furinb
ZFIN:ZDB-GENE-040901-7	mef2cb
ZFIN:ZDB-GENE-040905-4	wdr18
ZFIN:ZDB-GENE-040907-1	rfc5
ZFIN:ZDB-GENE-040908-1	sf3a3
ZFIN:ZDB-GENE-040909-1	abhd11
ZFIN:ZDB-GENE-040910-1	nhsl1b
ZFIN:ZDB-GENE-040912-117	lypd6
ZFIN:ZDB-GENE-040912-11	fam43b
ZFIN:ZDB-GENE-040912-127	adam9
ZFIN:ZDB-GENE-040912-136	lingo1b
ZFIN:ZDB-GENE-040912-150	bmpr1ab
ZFIN:ZDB-GENE-040912-168	etfdh
ZFIN:ZDB-GENE-040912-23	taf6
ZFIN:ZDB-GENE-040912-3	aldh8a1
ZFIN:ZDB-GENE-040912-63	tmem237b
ZFIN:ZDB-GENE-040912-69	dhrs13a.2
ZFIN:ZDB-GENE-040912-7	lyn
ZFIN:ZDB-GENE-040912-97	capn3a
ZFIN:ZDB-GENE-040914-55	adnp2a
ZFIN:ZDB-GENE-040914-87	trim25l
ZFIN:ZDB-GENE-040915-1	cnot1
ZFIN:ZDB-GENE-040915-3	kri1
ZFIN:ZDB-GENE-040917-2	adam10a
ZFIN:ZDB-GENE-040923-1	slc25a24l
ZFIN:ZDB-GENE-040923-2	rbfox1l
ZFIN:ZDB-GENE-040924-2	chmp6b
ZFIN:ZDB-GENE-040924-3	wdr33
ZFIN:ZDB-GENE-040924-7	wdr55
ZFIN:ZDB-GENE-040927-11	rbfox1
ZFIN:ZDB-GENE-040927-19	rps4x
ZFIN:ZDB-GENE-040927-27	phyhiplb
ZFIN:ZDB-GENE-040927-28	ddx51
ZFIN:ZDB-GENE-040930-10	rpl28
ZFIN:ZDB-GENE-040930-11	rcl1
ZFIN:ZDB-GENE-040930-4	polr1d
ZFIN:ZDB-GENE-040930-5	rbbp6
ZFIN:ZDB-GENE-040930-6	cenpl
ZFIN:ZDB-GENE-040930-7	uspl1
ZFIN:ZDB-GENE-040930-8	c10h21orf59
ZFIN:ZDB-GENE-040930-9	snrpf
ZFIN:ZDB-GENE-041001-109	syne2a
ZFIN:ZDB-GENE-041001-111	nmu
ZFIN:ZDB-GENE-041001-112	kdr
ZFIN:ZDB-GENE-041001-121	tmem251
ZFIN:ZDB-GENE-041001-127	mthfd1a
ZFIN:ZDB-GENE-041001-133	mthfd1l
ZFIN:ZDB-GENE-041001-138	mdn1
ZFIN:ZDB-GENE-041001-143	myct1
ZFIN:ZDB-GENE-041001-150	churc1
ZFIN:ZDB-GENE-041001-157	cyp2ad6
ZFIN:ZDB-GENE-041001-165	ryr3
ZFIN:ZDB-GENE-041001-177	slc5a6a
ZFIN:ZDB-GENE-041001-191	emilin1a
ZFIN:ZDB-GENE-041001-201	smyd2b
ZFIN:ZDB-GENE-041001-208	mep1a.2
ZFIN:ZDB-GENE-041001-209	mep1a.1
ZFIN:ZDB-GENE-041001-212	si:dkey-30j22.2
ZFIN:ZDB-GENE-041001-215	ddx1
ZFIN:ZDB-GENE-041001-39	sat1b
ZFIN:ZDB-GENE-041001-86	wisp3
ZFIN:ZDB-GENE-041006-1	gtf3aa
ZFIN:ZDB-GENE-041007-1	mybl2b
ZFIN:ZDB-GENE-041007-3	twistnb
ZFIN:ZDB-GENE-041007-4	nop10
ZFIN:ZDB-GENE-041008-108	xrcc5
ZFIN:ZDB-GENE-041008-136	top2b
ZFIN:ZDB-GENE-041008-138	trdmt1
ZFIN:ZDB-GENE-041008-142	usp28
ZFIN:ZDB-GENE-041008-175	flncb
ZFIN:ZDB-GENE-041008-183	si:ch73-234b20.5
ZFIN:ZDB-GENE-041008-187	usp4
ZFIN:ZDB-GENE-041008-1	polr2b
ZFIN:ZDB-GENE-041008-2	taf1b
ZFIN:ZDB-GENE-041008-73	prodha
ZFIN:ZDB-GENE-041008-93	si:ch211-163l21.8
ZFIN:ZDB-GENE-041010-105	kctd15a
ZFIN:ZDB-GENE-041010-108	pawr
ZFIN:ZDB-GENE-041010-10	pttg1ipb
ZFIN:ZDB-GENE-041010-119	csrp3
ZFIN:ZDB-GENE-041010-121	fhl2b
ZFIN:ZDB-GENE-041010-125	tspo
ZFIN:ZDB-GENE-041010-136	hspb7
ZFIN:ZDB-GENE-041010-139	ctsz
ZFIN:ZDB-GENE-041010-179	tbc1d16
ZFIN:ZDB-GENE-041010-207	gla
ZFIN:ZDB-GENE-041010-208	gss
ZFIN:ZDB-GENE-041010-213	anks6
ZFIN:ZDB-GENE-041010-217	rras
ZFIN:ZDB-GENE-041010-22	glrx3
ZFIN:ZDB-GENE-041010-33	atp5f1
ZFIN:ZDB-GENE-041010-51	c1qc
ZFIN:ZDB-GENE-041010-57	cln6a
ZFIN:ZDB-GENE-041010-5	park7
ZFIN:ZDB-GENE-041010-68	bace2
ZFIN:ZDB-GENE-041010-74	zgc:101562
ZFIN:ZDB-GENE-041010-85	stmn2a
ZFIN:ZDB-GENE-041010-89	adcyap1b
ZFIN:ZDB-GENE-041010-92	stk25a
ZFIN:ZDB-GENE-041011-2	lin7c
ZFIN:ZDB-GENE-041011-3	ppp1r12a
ZFIN:ZDB-GENE-041014-148	si:ch211-207i1.1
ZFIN:ZDB-GENE-041014-16	coa7
ZFIN:ZDB-GENE-041014-190	dpf3
ZFIN:ZDB-GENE-041014-1	met
ZFIN:ZDB-GENE-041014-209	mep1b
ZFIN:ZDB-GENE-041014-221	sele
ZFIN:ZDB-GENE-041014-28	mysm1
ZFIN:ZDB-GENE-041014-299	rfx6
ZFIN:ZDB-GENE-041014-2	hgfa
ZFIN:ZDB-GENE-041014-322	hmcn1
ZFIN:ZDB-GENE-041014-328	atf6
ZFIN:ZDB-GENE-041014-345	si:ch211-243j20.2
ZFIN:ZDB-GENE-041014-357	gpr126
ZFIN:ZDB-GENE-041014-35	stx7l
ZFIN:ZDB-GENE-041014-362	nsl1
ZFIN:ZDB-GENE-041014-367	nbas
ZFIN:ZDB-GENE-041014-3	hgfb
ZFIN:ZDB-GENE-041014-73	dll4
ZFIN:ZDB-GENE-041020-1	tll1
ZFIN:ZDB-GENE-041024-9	prrc1
ZFIN:ZDB-GENE-041027-1	map2k2a
ZFIN:ZDB-GENE-041105-2	and2
ZFIN:ZDB-GENE-041108-2	surf1
ZFIN:ZDB-GENE-041111-150	mylkb
ZFIN:ZDB-GENE-041111-162	gli3
ZFIN:ZDB-GENE-041111-187	chd4a
ZFIN:ZDB-GENE-041111-213	kif20ba
ZFIN:ZDB-GENE-041111-216	neb
ZFIN:ZDB-GENE-041111-226	snap29
