MGI:1855700	Pcdh12
MGI:2155165	Ap8q
MGI:1861727	Dkc1
MGI:2155833	Bplpf1
MGI:2656156	Hlb95
MGI:2181411	Slc5a2
MGI:1933165	Plagl2
MGI:88563	Ctsg
MGI:1915133	Uxs1
MGI:3039602	Cd226
MGI:3606899	Rafar2
MGI:1355333	Nckap1
MGI:1298223	Naip1
MGI:105917	Fer
MGI:1351631	Sh2d3c
MGI:2136940	Pias4
MGI:2152196	Susp
MGI:1201787	Socs2
MGI:2444087	Slc1a7
MGI:88025	Ank2
MGI:1345629	Rhof
MGI:1930791	Tex101
MGI:2671314	l11Jus41
MGI:107563	Nab2
MGI:104757	Ephb4
MGI:1261436	Tbx10
MGI:2139270	Snph
MGI:1926228	Serinc1
MGI:101776	Lhx4
MGI:2669996	tmgc31
MGI:1928268	Ireb2
MGI:3622210	Rbcq4
MGI:1919192	Myof
MGI:3582979	Cia34
MGI:3046770	skax22
MGI:106675	Adipoq
MGI:87939	Adrb3
MGI:1913842	Stoml2
MGI:104905	Bc1
MGI:2137963	l7R12
MGI:5584167	Del(XNxf2-Tmsb15a)2Jw
MGI:3522294	Tmtrav
MGI:894695	Galnt3
MGI:88375	Cenpa
MGI:3042912	Scfpq1
MGI:97538	Rhox5
MGI:1916298	Slc30a5
MGI:99440	Cd33
MGI:1932466	Klb
MGI:1915231	Hormad1
MGI:1917326	Esrp1
MGI:88029	anx
MGI:3813622	Rgsc1050
MGI:109369	Hp1bp3
MGI:1347047	Sema4g
MGI:3043657	nur66
MGI:2155164	Ap7q
MGI:2442114	Itga11
MGI:1916323	Kdf1
MGI:5305745	Del(2)49Ddu
MGI:1346332	Best1
MGI:3609597	Earheal2
MGI:1347473	Foxd3
MGI:97043	Me1
MGI:2653454	Lith9
MGI:3811902	Ffaq3
MGI:1891835	Hdac7
MGI:1934229	Setdb1
MGI:99842	Htr1f
MGI:98495	Tbx3
MGI:103070	H2-Ab1
MGI:1341796	Pla2g2d
MGI:1929022	Polr1e
MGI:95347	Emv30
MGI:3606312	Play41
MGI:107285	Ctsh
MGI:104541	Gcdh
MGI:1351603	Mmel1
MGI:95760	Slc6a9
MGI:3039635	Tmem204
MGI:3815160	Rgsc1361
MGI:1321396	Pstpip1
MGI:1927248	Kcnj1
MGI:97514	Pcsk4
MGI:107899	Cd36
MGI:96553	Il3ra
MGI:3708160	lamb
MGI:2149004	Lprm2
MGI:1913913	Uba5
MGI:3716507	Afteq2
MGI:1917378	Oxsr1
MGI:3849687	m174-16Tpo
MGI:3812360	Rgsc709
MGI:2429914	nmf4
MGI:2680361	Capsq3
MGI:1888518	Vav3
MGI:105097	Efnb2
MGI:1923658	Abcc3
MGI:1930124	Apom
MGI:95676	Gcnt1
MGI:96688	Krt14
MGI:3604741	Mfiq3
MGI:1354163	Ercc4
MGI:1351272	Bhr5
MGI:1915406	Brk1
MGI:95568	Folr1
MGI:3655807	Del(7Ube3a-Snrpn)1Alb
MGI:97269	Myl1
MGI:87885	Chrna1
MGI:3808814	Rgsc496
MGI:2182972	Hlb10
MGI:1858745	Icos
MGI:107671	Gpm6a
MGI:3578179	f8ga
MGI:88380	F2
MGI:1339977	Agtrap
MGI:1921984	Rhoh
MGI:3505572	hhy
MGI:3795425	Dmq2
MGI:3629706	Gt(pU21)138Imeg
MGI:1917711	Crtc3
MGI:3530346	Mhdawbs1
MGI:2384611	Sials
MGI:104518	Cntn2
MGI:1278323	Nba2
MGI:3590183	repro33
MGI:5510761	m7Anu
MGI:108088	Gab1
MGI:2673967	Frat2
MGI:1891766	Camkk1
MGI:1916197	Chst8
MGI:96893	Lyr
MGI:1349656	Gimap4
MGI:1098266	Chl1
MGI:1298207	F2rl3
MGI:96204	Hoxd12
MGI:3698533	Wg5
MGI:1099787	Ucp3
MGI:3609213	Ltxs2
MGI:1347099	Slc27a2
MGI:2154470	T(2;10)67Gso
MGI:1929658	Tbk1
MGI:5516003	b2b2153.1Clo
MGI:1921719	Taf7l
MGI:1277173	Arhgef25
MGI:5471520	Mut1679
MGI:106584	pgtr
MGI:1338801	Cyfip1
MGI:1920999	Ttc7
MGI:4365994	Rnl11
MGI:2138939	Nat10
MGI:108025	Prkar2a
MGI:1935127	Smarca1
MGI:3614260	tmgc59
MGI:3044650	Ethm3
MGI:1932506	Insq2
MGI:1925255	Rrn3
MGI:98369	Sox7
MGI:3716200	ita
MGI:3795196	hlb521
MGI:3521873	Hlpx
MGI:1891318	Bpq6
MGI:3042919	Lvrq10
MGI:3575193	Hlb328
MGI:3032536	Eccp
MGI:98294	Shb
MGI:2151136	Lrp1b
MGI:88323	Cd24a
MGI:2155166	Radpf1
MGI:2148761	Eae20
MGI:87965	Agtr1b
MGI:3851187	Evta
MGI:1927222	Diap3
MGI:2441890	Gpr21
MGI:98958	Wnt5a
MGI:2442232	Gimap5
MGI:2442111	Ppm1k
MGI:96644	jt
MGI:109352	Ung
MGI:2182474	Irak4
MGI:2678686	Hlb76
MGI:95556	Flna
MGI:97252	Myf5
MGI:3528034	Bdywt
MGI:1341879	Zim1
MGI:3603760	Imrfq1
MGI:3053537	l10R8
MGI:2177268	Ppp1r3b
MGI:4460159	Lootl
MGI:1195985	Cbx4
MGI:4359048	hlb541
MGI:5510770	m10Anu
MGI:3604986	Spnw4
MGI:1917088	Smim3
MGI:4829493	m5.37.5Djba
MGI:3698130	Ts(4<17>)2Lws
MGI:93830	Adipor2
MGI:3531542	Adip17
MGI:1891848	Ity3
MGI:3046873	Igf1sl1
MGI:2137495	Myocd
MGI:3702629	Dp(16Dgcr2-Arvcf)1Ais
MGI:106679	Zic2
MGI:3697204	Vmmt16
MGI:1915344	Smarcc2
MGI:3665177	Chlq11
MGI:1915889	Smyd2
MGI:3629723	Gt(pU21)39Imeg
MGI:98881	Tyrp1
MGI:97885	Rd4
MGI:106652	Trove2
MGI:3798214	Rgsc150
MGI:3794318	hlb459
MGI:2385126	Farp2
MGI:2661704	Cfbw2
MGI:96031	Hc
MGI:2676630	Nlrp12
MGI:1890619	Gan
MGI:5544343	m1Nish
MGI:88184	Bmyc
MGI:1858755	Geot
MGI:1336159	Minpp1
MGI:1858510	Nell2
MGI:2664725	Radpf3
MGI:1346870	Map2k6
MGI:2150764	Bits2
MGI:3622212	Hctq1
MGI:1100535	Myt1
MGI:2661190	Spir1
MGI:107718	Dnah5
MGI:2671598	hem5
MGI:1860292	Ramp3
MGI:3762518	Drinksac4
MGI:1855887	Par2
MGI:700013	Sorbs3
MGI:2149095	Sle8
MGI:96179	Hoxa7
MGI:3042418	Orgwq9
MGI:1343102	Robo3
MGI:1921693	P4htm
MGI:2671295	l11Jus25
MGI:2671679	inft8
MGI:1349164	Sdc4
MGI:1349427	Exo1
MGI:5442113	b2b1723Clo
MGI:2157942	Cd209a
MGI:5508533	Del(2Hoxd1-Hoxd9)63Ddu
MGI:3803134	Mrdq5
MGI:2678025	Zfp640
MGI:2669849	Bsx
MGI:96613	Itgb4
MGI:1932502	Bw17
MGI:2145374	Dhx29
MGI:105095	Pgf
MGI:1333842	Grap2
MGI:3794339	Hlb446
MGI:1913884	Mcm8
MGI:1329044	Cldn3
MGI:1933547	Tas1r3
MGI:88399	Chrm4
MGI:2148996	Ccrs2
MGI:2151153	Boc
MGI:95840	gs
MGI:95770	Gna15
MGI:3794336	Hlb529
MGI:98443	Surf1
MGI:1350929	Asns
MGI:3042396	Aabpr
MGI:3832744	Mssq13
MGI:1920970	Cst6
MGI:3045759	Bsbob
MGI:2448976	baln2
MGI:3832061	jpl
MGI:1930819	Pbbcp1
MGI:1923799	Cecr2
MGI:1919138	Krt33a
MGI:3622195	Pgis2
MGI:1915213	Npc2
MGI:4833653	KAL004
MGI:1918240	Mterf1a
MGI:95777	Gnas
MGI:1096393	Snai2
MGI:1202729	Art3
MGI:1100506	Obq3
MGI:88145	Bdnf
MGI:1913208	Carm1
MGI:3689841	Del(2Hoxd1-Hoxd10)26Ddu
MGI:2150672	Tbrs2
MGI:3829407	Abshq4
MGI:1919134	Chit1
MGI:3806051	Rgsc485
MGI:1929772	Dpysl5
MGI:106217	Cacna1e
MGI:97544	pf
MGI:3043690	Del(Y)1H
MGI:1933818	Carp2
MGI:3530525	Mhdaali25
MGI:3527501	Lgaq5
MGI:1099802	Npdc1
MGI:1350924	Irf5
MGI:104726	Cplx2
MGI:1933822	Cara2
MGI:2135954	Nkd1
MGI:3605455	Acaa1b
MGI:98611	Tcrd
MGI:101848	Gnb5
MGI:1194910	Rbbp7
MGI:1341867	Mmp24
MGI:2671272	l11Jus7
MGI:2443113	Jph4
MGI:3578205	essa1a
MGI:3512170	Orq1
MGI:1315205	Slit2
MGI:1336889	Eye1
MGI:3577216	Lith22
MGI:3776147	Ssrq5
MGI:2671353	nur3
MGI:1858223	Cntn6
MGI:3779046	Lskpf1
MGI:95767	Gna12
MGI:5425509	BAP019
MGI:1334444	Zfpm2
MGI:3613649	Chlq7
MGI:3619558	Asdq1
MGI:104748	Peg3
MGI:3774596	Tcnq1
MGI:3041084	Nhdlq3
MGI:894279	Mknk2
MGI:1889844	Sumf1
MGI:2149830	Asthm1
MGI:102553	Crisp1
MGI:2157980	Vac14
MGI:5510537	Tal44H
MGI:2684063	Asxl1
MGI:2152560	Dyscalc2
MGI:1919722	Slc16a10
MGI:104989	Rapop2
MGI:1913961	Sbds
MGI:2445054	Senp1
MGI:99502	Ltbp2
MGI:3806998	Rgsc710
MGI:1351606	Sytl4
MGI:5433398	b2b1163.2Clo
MGI:102541	Tbx5
MGI:1913994	Cfap36
MGI:88070	Arg1
MGI:88447	Col11a2
MGI:1338850	Mthfd2
MGI:1328787	Smad5
MGI:2137387	Pabr1
MGI:103296	Nfatc3
MGI:1934950	Csnk1a1
MGI:5501419	Del(19Lbx1-Poll)6Fsp
MGI:1860075	Ppt2
MGI:4999622	l11Jus74
MGI:1351637	Peg12
MGI:1891012	F12
MGI:1859281	Hgfac
MGI:3697134	Psrs2
MGI:2443573	Lefty2
MGI:1914403	Rnaseh2b
MGI:2669973	tmgc20
MGI:3849700	m289-5Tpo
MGI:2389188	Asbb1
MGI:3616162	Del(2Hoxd9-Hoxd13)8Ddu
MGI:3042888	Splq2
MGI:99461	Piga
MGI:3818926	Rgsc1843
MGI:1920918	Ttc21b
MGI:1276574	Whsc1
MGI:3701677	Mlca2
MGI:1914431	Ctdnep1
MGI:2385906	Spg7
MGI:96821	Lpn1
MGI:98278	Sele
MGI:3844230	Arrh2
MGI:3619560	Asdq3
MGI:2150194	Rencd
MGI:2664357	Dsg1b
MGI:1923810	Prss8
MGI:1346318	Klf6
MGI:94900	Dlk1
MGI:96610	Itgb1
MGI:88213	bt2
MGI:1932520	Triglq2
MGI:103181	Sod3
MGI:1928486	Tdo2
MGI:5515451	M876b
MGI:1915045	Rnls
MGI:107934	Mdm4
MGI:103170	Gfi1
MGI:5470121	Mut1602
MGI:1340899	Chil1
MGI:3832734	Mssq3
MGI:96540	Il12b
MGI:2444304	Vps13a
MGI:1929628	Rsad2
MGI:96224	Hras
MGI:1202304	Gnmt
MGI:105369	Cbx1
MGI:1345963	Coro1b
MGI:1932521	Phospq1
MGI:1338068	Pdpk1
MGI:99654	Epha5
MGI:95466	exf
MGI:3701625	Fbtq6
MGI:1914818	Mrfap1
MGI:2387558	Mnic3
MGI:3663604	Mskt3
MGI:97342	Nid1
MGI:5445348	b2b1432Clo
MGI:96898	lz
MGI:95407	Epo
MGI:3619443	Mir9-3
MGI:1332240	Heph
MGI:101908	Gpr3
MGI:1921763	Neto2
MGI:3576007	csp2
MGI:1196389	Polg
MGI:2151836	Mnic2
MGI:3041810	gro68
MGI:2449923	Egfl7
MGI:3578182	w3ga
MGI:5430037	b2b243Clo
MGI:109153	Ktn1
MGI:103227	Cmah
MGI:2151057	Foxn4
MGI:1335106	Pikfyve
MGI:1351617	Abca3
MGI:99952	Dob1
MGI:2686922	Klhl6
MGI:2150766	Bits4
MGI:4418710	nad
MGI:1913563	Smurf2
MGI:2135589	Clec2d
MGI:1916847	Afg3l2
MGI:99486	Clcn5
MGI:2446089	Flnb
MGI:1915724	Tada3
MGI:2671399	gro10
MGI:88332	Cd3e
MGI:1913560	Dpy30
MGI:109605	Srgap2
MGI:1336167	Prkab1
MGI:1888388	H2afz
MGI:88168	Bld
MGI:1333809	S1pr4
MGI:1932115	Papolb
MGI:1338057	Gnb1l
MGI:1277152	Parl
MGI:1916147	Disp1
MGI:1858231	Pkd2l2
MGI:2685533	Tmem255b
MGI:1921160	Arhgap18
MGI:1916127	Maf1
MGI:5584301	Del(5Gtf2i-Gtf2ird1)2Lro
MGI:1196466	Dsg2
MGI:5313708	b2b498Clo
MGI:1929940	Bcam
MGI:97486	Pax2
MGI:1917488	Rnf168
MGI:3513286	chohr2
MGI:2429660	Tbc1d4
MGI:1347472	Foxa1
MGI:99535	Ptgir
MGI:2157782	Cdhr1
MGI:109200	Tradd
MGI:1336212	Ncr1
MGI:1916469	Ddah1
MGI:88144	Bdkrb1
MGI:1337120	Slc7a7
MGI:106651	Ly6e
MGI:107485	Ralgds
MGI:106213	Chrna6
MGI:3720900	Bglu6
MGI:1890503	mrct
MGI:98247	Scn1b
MGI:1344397	Batq2
MGI:1261809	Rad51d
MGI:1913438	Sertad1
MGI:2442995	Rbbp8
MGI:2681158	Mhdaabe025
MGI:2384612	Thypr1
MGI:1194909	Rsph1
MGI:894320	Prdx6
MGI:98494	Tbx2
MGI:1347469	Foxl1
MGI:5436136	plt008
MGI:95835	Hspa5
MGI:96382	Iapp
MGI:3773074	cro
MGI:3798034	oda
MGI:2149697	Skull15
MGI:1889585	Sall1
MGI:3032507	nmf172
MGI:108474	Fzd6
MGI:97397	Opcml
MGI:5505415	m2Bei
MGI:1859288	Barhl1
MGI:88055	Apoc3
MGI:109130	Stip1
MGI:1924375	Il33
MGI:3038453	Skax19
MGI:1354710	Atp8a2
MGI:3042880	Splq5
MGI:1928898	Usp14
MGI:1098686	Tmc6
MGI:3616704	Dp(2Hoxd8-Hoxd9)2Ddu
MGI:3575566	Motp1
MGI:2671279	l11Jus12
MGI:2138162	Stk17b
MGI:3042910	Kidpq2
MGI:2682682	Mhdakta29
MGI:2149005	Lprm3
MGI:102583	Lith2
MGI:1933527	Srrt
MGI:3815170	Rgsc1471
MGI:2156743	Szt1
MGI:99454	Irs1
MGI:1341870	Stk11
MGI:98888	Ubb
MGI:97075	Mpi
MGI:1340032	Mthfs
MGI:96728	l1Rk6
MGI:3701680	Mlca5
MGI:96521	Igkrs
MGI:1202875	Btf3
MGI:98159	Rps6
MGI:104618	Ccr1
MGI:3850509	cmy2
MGI:1349660	Pla2g2e
MGI:5311868	Dkf
MGI:2660854	Adcy10
MGI:3575162	Hlb280
MGI:1921588	Slc6a19
MGI:1890616	Scube1
MGI:2135272	Vangl2
MGI:3716112	Dwh
MGI:3686741	Gena31
MGI:98658	Tdgf1
MGI:2671336	l11Jus52
MGI:87882	Acp2
MGI:1277151	Snca
MGI:1915654	Nrn1
MGI:2442982	Rab8b
MGI:1353434	Gulo
MGI:700006	Dbnl
MGI:88489	Cr2
MGI:2447348	Phospho1
MGI:2180003	Xpnpep1
MGI:3697205	Vmmt17
MGI:3798061	Del(5D5Mit388-D5Mit351)4Jcs
MGI:3512919	Fmgty6
MGI:97859	ras
MGI:1345964	Coro1c
MGI:3688274	Hmtb2
MGI:1343087	Pdk2
MGI:97005	Mmp12
MGI:1924203	2210018M11Rik
MGI:1918576	Treml1
MGI:3762520	Drinkcala2
MGI:108090	Ei24
MGI:2387404	Catsper2
MGI:3606260	Blmpf5
MGI:2671433	gro46
MGI:99204	Zfp57
MGI:102806	Acvr2a
MGI:1919231	Tdrd12
MGI:97527	Pdgfa
MGI:3580548	Nsila8
MGI:88082	Asgr2
MGI:1914595	Herc4
MGI:1927809	Cdcs1
MGI:1919127	Efhc1
MGI:1349420	Sh2d1b1
MGI:2671562	crf4
MGI:1314635	Rasgrp1
MGI:3798057	Del(5Letm1-Htt)1Jcs
MGI:98555	Tcra-J
MGI:2443642	Nrn1l
MGI:5317644	Chy9
MGI:98359	Sox11
MGI:2683052	Hlb102
MGI:95541	Fkbp1a
MGI:3033971	l4Jus21
MGI:1923959	Arpc2
MGI:1923707	Ccdc134
MGI:1933786	Dnaja3
MGI:99448	Ifi47
MGI:3511311	Bmch6
MGI:2140494	Ppp1r8
MGI:2671652	nse2
MGI:1917329	Golm1
MGI:2389098	Bmd12
MGI:3720924	Tgq17
MGI:3806368	Rgsc538
MGI:1928485	Mlycd
MGI:3640118	Del(16Es2el-Sept5)3Bld
MGI:2661257	Cd8ts1
MGI:3708977	Hmtb9
MGI:1858277	Gal3st1
MGI:2661703	Cfbw1
MGI:2676278	Muc19
MGI:1346999	Prnd
MGI:3801328	Rgsc453
MGI:97311	Nfix
MGI:98749	ti
MGI:97598	Prkcd
MGI:5510764	m8Anu
MGI:1351901	Trpm2
MGI:3578162	31bex
MGI:2146634	Slc51a
MGI:1352467	Esr1
MGI:2137586	Dtnbp1
MGI:2444691	Tfcp2l1
MGI:108511	Mobp
MGI:5499187	Pedm35
MGI:2178798	Vps54
MGI:2683057	Hlb299
MGI:2156538	Pkd1l1
MGI:1921831	Sbf2
MGI:3698444	Lbm15
MGI:3838140	hstp
MGI:1929096	Thsd1
MGI:2150634	Xmo4
MGI:96892	Lyn
MGI:2153482	Itga10
MGI:104572	Limk1
MGI:2679420	Pak6
MGI:2686908	Tgq2
MGI:106054	Psmc1
MGI:3698542	Bdlnq7
MGI:1921376	Syvn1
MGI:105383	Il18r1
MGI:2389044	Acsns3
MGI:3720807	Wtgr
MGI:3038481	Tchol1
MGI:2442600	Adamts18
MGI:1329033	Agxt
MGI:108571	Fzd5
MGI:2656144	Obq18
MGI:3604734	Tmc1m1
MGI:1933401	Zfp202
MGI:3038434	nur54
MGI:3033924	l4Jus12
MGI:2179241	Aggr2
MGI:3715502	Moen3
MGI:96904	M6pr
MGI:96709	Ky
MGI:2136886	Rtn4r
MGI:105082	Ssr1
MGI:96614	Itgb5
MGI:2142716	Agpat6
MGI:2177632	Cys1
MGI:1338820	Bmp10
MGI:5489923	Sum1
MGI:4818892	wad
MGI:99698	Clock
MGI:2670904	Crb3
MGI:1344345	Smc1a
MGI:104903	Gpc3
MGI:102548	Tsc2
MGI:2151045	Lsm10
MGI:1195976	Elovl3
MGI:1915317	3010026O09Rik
MGI:3524749	Arigm1
MGI:2139434	Mylk2
MGI:2668937	Fcsa3
MGI:1891703	Gpa33
MGI:1923749	Clasp2
MGI:1338056	Klf5
MGI:3721678	Hpw1
MGI:99670	Dmtn
MGI:2667725	Serpina10
MGI:1921626	Myo18b
MGI:1197524	Pitpnm1
MGI:3691950	Del(6)1Mom
MGI:1919665	Sgol1
MGI:1196620	Hpn
MGI:2389093	Bmd8
MGI:2656808	Lbm7
MGI:87861	abn
MGI:108495	Kcnj12
MGI:1276102	Aqr
MGI:5515460	M1616b
MGI:3053535	baln5
MGI:105306	Rab5c
MGI:3577497	skax25
MGI:107207	Coq7
MGI:3603759	Imraq3
MGI:1353500	Foxe1
MGI:1343183	wn
MGI:1352629	Abcc8
MGI:1350935	Tlx2
MGI:3033119	Mrgprb4
MGI:95393	Eno1
MGI:104579	Il12rb1
MGI:2176913	Stheal8
MGI:102663	Kcnd2
MGI:3697862	Pbft3
MGI:3615484	Tagap
MGI:1915760	Ints1
MGI:109294	Cd244
MGI:2662261	baw
MGI:97428	oh
MGI:3717848	Secia8
MGI:105933	Rab3ip
MGI:2387366	Sluc22
MGI:1354727	Smtn
MGI:1916890	Fam83g
MGI:3762557	Drinknacl1
MGI:1202069	Cdk2ap1
MGI:99538	Acsm3
MGI:99930	Htas3
MGI:1339758	Csf1r
MGI:88461	Col6a3
MGI:1928842	Cacna1h
MGI:2685581	Wisp3
MGI:1349457	Serinc3
MGI:2653620	Hsm1
MGI:1919764	Fgfbp3
MGI:97623	Plp1
MGI:109442	Itga8
MGI:2450532	Pilrb1
MGI:98457	sy
MGI:3777561	dleon
MGI:1928897	Piwil1
MGI:97837	Qk
MGI:1920424	Tbkbp1
MGI:1890555	Melm3
MGI:97941	rmy
MGI:95821	Grin2b
MGI:5320616	Pedc
MGI:99953	Gja8
MGI:3808139	Rgsc400
MGI:3789974	In(4)32Rk
MGI:1919936	Usp24
MGI:2443183	Mia3
MGI:1346869	Map2k4
MGI:97489	Pax5
MGI:2685385	Kalrn
MGI:1917592	Ptges2
MGI:3512628	Cbx6
MGI:1888921	Lepre1
MGI:2148990	Yaa3
MGI:1914290	Ddx17
MGI:98307	Sim2
MGI:3813532	Rgsc920
MGI:3574411	Mpvq1
MGI:2135548	Il24
MGI:5583867	Del(11Cxcl16-Zmynd15)1Ifc
MGI:1861722	Aldh1a3
MGI:3588344	Cplaq9
MGI:108109	Ywhag
MGI:104807	Pls3
MGI:1316714	Cox7a1
MGI:3778065	Hrwq
MGI:5439938	Mut1083
MGI:107932	Ndufs6
MGI:1096865	Aqp2
MGI:95810	Gria3
MGI:5315428	Mirc25
MGI:1919253	Synpr
MGI:5436112	Mvd017
MGI:1859544	Syt6
MGI:2671360	nur8
MGI:1347474	Foxj1
MGI:5311361	b2b370Clo
MGI:5004964	orv
MGI:1859307	Unc93b1
MGI:1913658	Aptx
MGI:1336181	Kcnq3
MGI:1889213	Afpq9
MGI:5498480	b2b2110.1Clo
MGI:3604740	Mfe5q1
MGI:3590238	Hrtfm7
MGI:3046773	Skax23
MGI:1891407	Snord116
MGI:1891831	Sfn
MGI:1276578	Gfi1b
MGI:109530	E4f1
MGI:3026877	Ptprh
MGI:4829490	m5.27.7Djba
MGI:1352762	Scmh1
MGI:104665	Soat1
MGI:98426	st
MGI:108091	Bcar1
MGI:3628904	T(Tp(1E2.1);8B1.2)2Lub
MGI:1921692	Sgms2
MGI:1861305	Fntb
MGI:2147032	Ticam1
MGI:106661	Ovgp1
MGI:1858388	Etohc2
MGI:109558	Terc
MGI:2144506	Rundc1
MGI:99638	Mark2
MGI:88456	Col4a5
MGI:1932410	Il23a
MGI:3790485	Mirc2
MGI:96982	Mif
MGI:1341299	Dnm3
MGI:97816	Ptprz1
MGI:95527	Fgr
MGI:95714	Gja3
MGI:3054070	Mdmsc6
MGI:5560787	b2b2588Clo
MGI:1347244	Axl
MGI:1344405	Agr2
MGI:1351479	Skts7
MGI:98952	Wld
MGI:109272	Vipr1
MGI:1915018	N6amt1
MGI:98933	Vip
MGI:2684019	Pltpq2
MGI:104902	Gpc4
MGI:5431634	b2b383Clo
MGI:88588	Cyp1a1
MGI:1338824	Rgs9
MGI:2441720	Sctr
MGI:3606054	Bmgr4
MGI:1336173	Prkaa2
MGI:1344409	Wt10q3
MGI:2685450	Rtp1
MGI:108042	Ccna1
MGI:95762	Gm2a
MGI:3840883	Del(2Hoxd-Itga6)42Ddu
MGI:96287	hug
MGI:3718221	Del(6Hoxa)1Ddu
MGI:1344358	mwfh
MGI:893592	Ager
MGI:3530894	Eae35
MGI:1890482	Afw9
MGI:2656544	Lmr11
MGI:3607718	sau
MGI:3576865	Lith15
MGI:3713736	Pbwg1.1
MGI:2683724	Raz
MGI:2138346	Suco
MGI:105088	Ntn1
MGI:5306135	m1078Lja
MGI:3619363	Mir34a
MGI:3775246	Nct1
MGI:1342279	Aicda
MGI:3045410	Tabw2
MGI:101950	Calcr
MGI:88046	Aplp1
MGI:3721677	Ltsw2
MGI:1916555	Dcps
MGI:1920210	Top1mt
MGI:1100859	Capn5
MGI:3836170	Eamcd1
MGI:2387751	Lch2
MGI:2661338	Olfr151
MGI:98504	Hnf1a
MGI:2183052	hlb72
MGI:1918910	Rarres2
MGI:1206591	Bik
MGI:109585	Pld1
MGI:3814079	Rgsc1158
MGI:105984	Adam24
MGI:3527563	Lgaq1
MGI:1932051	Kat5
MGI:2447812	Dennd1b
MGI:109186	Ncf4
MGI:3720907	Ffaq2
MGI:108295	Pxn
MGI:95806	Aes
MGI:2678010	nmf110
MGI:1859181	Prss16
MGI:88479	Cpa3
MGI:3038452	Skax18
MGI:3512799	Fmgty2
MGI:2656811	Lbm10
MGI:107364	Il17a
MGI:88376	Cenpb
MGI:1923992	Snx27
MGI:98356	Gct4
MGI:3530759	Swrl3
MGI:3521994	Cal7
MGI:2450693	Mhdadsk9
MGI:1890514	l7R5
MGI:107444	Efna5
MGI:109628	Dnase1l1
MGI:1921690	Cmip
MGI:1918537	Cpvl
MGI:3530520	Mhdaali24
MGI:4358374	fpw
MGI:96181	Hoxb
MGI:2183747	Fgd4
MGI:1101773	Char2
MGI:1328361	Bard1
MGI:98389	Spp1
MGI:2671370	crf12
MGI:1917115	A1cf
MGI:1100865	Rbm4
MGI:107576	Sipa1
MGI:3043719	Vpantd
MGI:5425503	BAP016
MGI:97744	Por
MGI:3033345	Nbwa2
MGI:107544	Idd16
MGI:1337130	Ap4b1
MGI:1196423	Onecut1
MGI:2671680	inft9
MGI:97389	nv
MGI:104742	Kcnj3
MGI:3033908	gro63
MGI:1346345	Map2k5
MGI:98240	Scd2
MGI:1919385	Pygo1
MGI:3718205	hlb349A
MGI:96677	Kit
MGI:1926269	Mrpl38
MGI:97282	Ncam2
MGI:104626	Strbp
MGI:3026891	Abbp1
MGI:1197008	Wisp1
MGI:5425962	BPL001
MGI:2443630	Siglecg
MGI:1916833	Tnfsf13
MGI:2150030	Actd1
MGI:98489	tb
MGI:1891037	Mtrr
MGI:1890620	Spgl
MGI:1203729	Pik3c2a
MGI:3036246	Hfm1
MGI:1927338	Sv2b
MGI:5437061	b2b1146Clo
MGI:98400	Srd5a1
MGI:98771	tm
MGI:99673	Adcy5
MGI:3036262	Plcl1
MGI:3815549	Rgsc1497
MGI:2443552	Themis
MGI:3817599	Rgsc1688
MGI:1346877	Map3k7
MGI:2387103	Nidd2k
MGI:1341873	Gfra4
MGI:1924140	Memo1
MGI:104794	Bis1
MGI:3789505	In(1)1Rk
MGI:3720081	Hdlq53
MGI:2386852	Csrnp2
MGI:3789486	In(2)5Rk
MGI:2442306	Fancm
MGI:3663603	Mskt2
MGI:3619562	Asdq5
MGI:109240	Ube2l3
MGI:1930009	Ppp2r3c
MGI:1923549	Erp44
MGI:3720091	Hdlq55
MGI:3697136	Psrs4
MGI:1352474	Tnfrsf19
MGI:1933833	Nrg4
MGI:3640535	Pregq3
MGI:3798871	Rgsc116
MGI:1340806	Parp1
MGI:2150150	Slc4a10
MGI:1096363	Gp5
MGI:3789623	In(2)19Rk
MGI:1858419	Bysl
MGI:104184	In(15)35Rk
MGI:3046233	Gluchos1
MGI:1343124	Hpse
MGI:2146005	Mtbp
MGI:2441765	Nmur2
MGI:1921731	Batf2
MGI:107516	Gata6
MGI:1354692	Lsm4
MGI:88222	Tspo
MGI:1915902	Tab2
MGI:2443101	Trpm3
MGI:2148988	Yaa2
MGI:2448492	Kdm6b
MGI:700009	Sh3gl2
MGI:3032849	Im3
MGI:104876	Hes5
MGI:96567	Impdh1
MGI:95525	Fgfr4
MGI:105370	Bst1
MGI:1098211	Pik3cd
MGI:103219	Meox2
MGI:97483	Pas3
MGI:5313387	Rr17
MGI:1918029	Prdm5
MGI:96667	Kcnc1
MGI:98277	Epha4
MGI:2151085	Disso1
MGI:1354730	Rgs6
MGI:3525635	Kdnw2
MGI:3812037	Rgsc433
MGI:1098275	Gse1
MGI:1914921	Rpl38
MGI:5490285	Gena185
MGI:1349385	Dysf
MGI:2149692	Skull10
MGI:96622	Itpa
MGI:3807956	Rgsc833
MGI:2147077	Pkdcc
MGI:1202881	Cuzd1
MGI:97772	Prox1
MGI:1933366	Sytl2
MGI:3527651	W10q12
MGI:1346335	Tekt2
MGI:3526905	W6q14
MGI:105090	Slc6a5
MGI:1927259	Trpv6
MGI:1298405	Ap2m1
