phenotype_id	phenotype_label
FBbt:00004406PHENOTYPE	mesothoracic tarsal bristle longitudinal row 8 phenotype
FBbt:00004407PHENOTYPE	adult metathoracic sensillum phenotype
FBbt:00004408PHENOTYPE	metathoracic bristle phenotype
FBbt:00004408PHENOTYPE	metathoracic bristle | supernumerary phenotype
FBbt:00004408PHENOTYPE	metathoracic bristle | ectopic phenotype
FBbt:00004408PHENOTYPE	metathoracic bristle | adult stage phenotype
FBbt:00004410PHENOTYPE	haltere sensillum | ectopic | somatic clone phenotype
FBbt:00004410PHENOTYPE	haltere sensillum | somatic clone phenotype
FBbt:00004410PHENOTYPE	haltere sensillum | ectopic phenotype
FBbt:00004414PHENOTYPE	capitella sensillum trichodeum | ectopic phenotype
FBbt:00004420PHENOTYPE	metathoracic leg sensillum phenotype
FBbt:00004421PHENOTYPE	metathoracic leg taste bristle phenotype
FBbt:00004422PHENOTYPE	metathoracic coxal sensillum trichodeum phenotype
FBbt:00004426PHENOTYPE	metathoracic coxal bristle on hairy island phenotype
FBbt:00004437PHENOTYPE	metathoracic femoral bract phenotype
FBbt:00004437PHENOTYPE	metathoracic femoral bract | somatic clone phenotype
FBbt:00004445PHENOTYPE	metathoracic tibial bract phenotype
FBbt:00004445PHENOTYPE	metathoracic tibial bract | somatic clone phenotype
FBbt:00004446PHENOTYPE	metathoracic tibial transverse bristle row phenotype
FBbt:00004448PHENOTYPE	metathoracic tibial preapical bristle | somatic clone phenotype
FBbt:00004449PHENOTYPE	dorsal margin photoreceptor cell R7 phenotype
FBbt:00004450PHENOTYPE	late extended germ band embryo phenotype
FBbt:00004451PHENOTYPE	metathoracic tarsal bristle transverse row 2 | ectopic phenotype
FBbt:00004451PHENOTYPE	metathoracic tarsal bristle transverse row 2 phenotype
FBbt:00004452PHENOTYPE	metathoracic tarsal bristle longitudinal row phenotype
FBbt:00004453PHENOTYPE	metathoracic tarsal bristle longitudinal row 1 phenotype
FBbt:00004460PHENOTYPE	metathoracic tarsal bristle longitudinal row 8 phenotype
FBbt:00004461PHENOTYPE	adult abdominal sensillum | ectopic phenotype
FBbt:00004461PHENOTYPE	adult abdominal sensillum | ectopic | male limited phenotype
FBbt:00004461PHENOTYPE	adult abdominal sensillum | female phenotype
FBbt:00004461PHENOTYPE	adult abdominal sensillum phenotype
FBbt:00004462PHENOTYPE	abdominal tergite marginal bristle phenotype
FBbt:00004463PHENOTYPE	abdominal sternite bristle | ectopic phenotype
FBbt:00004463PHENOTYPE	abdominal sternite bristle phenotype
FBbt:00004463PHENOTYPE	abdominal sternite bristle | male phenotype
FBbt:00004463PHENOTYPE	abdominal sternite bristle | supernumerary phenotype
FBbt:00004465PHENOTYPE	female terminalia sensillum phenotype
FBbt:00004466PHENOTYPE	gonopod thorn bristle | somatic clone phenotype
FBbt:00004466PHENOTYPE	gonopod thorn bristle phenotype
FBbt:00004466PHENOTYPE	gonopod thorn bristle | ectopic phenotype
FBbt:00004467PHENOTYPE	gonopod long bristle phenotype
FBbt:00004467PHENOTYPE	gonopod long bristle | somatic clone phenotype
FBbt:00004469PHENOTYPE	male terminalia sensillum phenotype
FBbt:00004470PHENOTYPE	clasper tooth phenotype
FBbt:00004471PHENOTYPE	clasper long bristle | dorsal phenotype
FBbt:00004471PHENOTYPE	clasper long bristle phenotype
FBbt:00004471PHENOTYPE	clasper long bristle | somatic clone phenotype
FBbt:00004472PHENOTYPE	hypandrial bristle | somatic clone phenotype
FBbt:00004472PHENOTYPE	hypandrial bristle phenotype
FBbt:00004473PHENOTYPE	hypandrial hair phenotype
FBbt:00004475PHENOTYPE	sclerite phenotype
FBbt:00004475PHENOTYPE	sclerite | ectopic phenotype
FBbt:00004475PHENOTYPE	sclerite | somatic clone phenotype
FBbt:00004476PHENOTYPE	tergite | ectopic | posterior phenotype
FBbt:00004476PHENOTYPE	tergite | cell autonomous | somatic clone phenotype
FBbt:00004476PHENOTYPE	tergite | anterior compartment phenotype
FBbt:00004476PHENOTYPE	tergite | somatic clone phenotype
FBbt:00004476PHENOTYPE	tergite | female phenotype
FBbt:00004476PHENOTYPE	tergite phenotype
FBbt:00004476PHENOTYPE	tergite | ectopic | posterior compartment phenotype
FBbt:00004476PHENOTYPE	tergite | posterior compartment phenotype
FBbt:00004476PHENOTYPE	tergite | cell non-autonomous | somatic clone phenotype
FBbt:00004476PHENOTYPE	tergite | dorsal phenotype
FBbt:00004476PHENOTYPE	tergite | pharate adult stage phenotype
FBbt:00004476PHENOTYPE	tergite | anterior phenotype
FBbt:00004476PHENOTYPE	tergite | ectopic phenotype
FBbt:00004476PHENOTYPE	tergite | maternal effect phenotype
FBbt:00004476PHENOTYPE	tergite | germline clone phenotype
FBbt:00004476PHENOTYPE	tergite | male phenotype
FBbt:00004476PHENOTYPE	tergite | posterior phenotype
FBbt:00004476PHENOTYPE	tergite | anterior | somatic clone phenotype
FBbt:00004477PHENOTYPE	sternite | ectopic phenotype
FBbt:00004477PHENOTYPE	sternite | ectopic | somatic clone phenotype
FBbt:00004477PHENOTYPE	sternite | female phenotype
FBbt:00004477PHENOTYPE	sternite phenotype
FBbt:00004477PHENOTYPE	sternite | male phenotype
FBbt:00004477PHENOTYPE	sternite | ventral phenotype
FBbt:00004477PHENOTYPE	sternite | somatic clone phenotype
FBbt:00004477PHENOTYPE	sternite | maternal effect phenotype
FBbt:00004481PHENOTYPE	adult external head phenotype
FBbt:00004481PHENOTYPE	adult external head | somatic clone phenotype
FBbt:00004482PHENOTYPE	head capsule | ectopic | somatic clone | ventral phenotype
FBbt:00004482PHENOTYPE	head capsule | ventral phenotype
FBbt:00004482PHENOTYPE	head capsule phenotype
FBbt:00004482PHENOTYPE	head capsule | somatic clone phenotype
FBbt:00004482PHENOTYPE	head capsule | ectopic phenotype
FBbt:00004482PHENOTYPE	head capsule | dorsal phenotype
FBbt:00004483PHENOTYPE	ptilinum phenotype
FBbt:00004484PHENOTYPE	ptilinal suture phenotype
FBbt:00004485PHENOTYPE	fronto-orbital plate phenotype
FBbt:00004485PHENOTYPE	fronto-orbital plate | somatic clone phenotype
FBbt:00004487PHENOTYPE	antennal foramen phenotype
FBbt:00004488PHENOTYPE	frons | somatic clone phenotype
FBbt:00004488PHENOTYPE	frons phenotype
FBbt:00004488PHENOTYPE	frons | ectopic phenotype
FBbt:00004488PHENOTYPE	frons | ectopic | somatic clone phenotype
FBbt:00004491PHENOTYPE	gena phenotype
FBbt:00004491PHENOTYPE	gena | somatic clone phenotype
FBbt:00004492PHENOTYPE	occiput | larval stage phenotype
FBbt:00004492PHENOTYPE	occiput phenotype
FBbt:00004495PHENOTYPE	ocellar triangle phenotype
FBbt:00004495PHENOTYPE	ocellar triangle | somatic clone phenotype
FBbt:00004498PHENOTYPE	rostral membrane phenotype
FBbt:00004498PHENOTYPE	rostral membrane | anterior phenotype
FBbt:00004498PHENOTYPE	rostral membrane | somatic clone phenotype
FBbt:00004499PHENOTYPE	occipital foramen phenotype
FBbt:00004505PHENOTYPE	ocellus | ectopic | somatic clone phenotype
FBbt:00004505PHENOTYPE	ocellus | pharate adult stage phenotype
FBbt:00004505PHENOTYPE	ocellus | somatic clone phenotype
FBbt:00004505PHENOTYPE	ocellus | ectopic phenotype
FBbt:00004505PHENOTYPE	ocellus phenotype
FBbt:00004505PHENOTYPE	ocellus | anterior phenotype
FBbt:00004505PHENOTYPE	ocellus | somatic clone | supernumerary phenotype
FBbt:00004506PHENOTYPE	lateral ocellus phenotype
FBbt:00004507PHENOTYPE	medial ocellus phenotype
FBbt:00004507PHENOTYPE	medial ocellus | adult stage | somatic clone phenotype
FBbt:00004507PHENOTYPE	medial ocellus | somatic clone | supernumerary phenotype
FBbt:00004508PHENOTYPE	eye | supernumerary | ventral phenotype
FBbt:00004508PHENOTYPE	eye | pupal stage phenotype
FBbt:00004508PHENOTYPE	eye | pharate adult stage phenotype
FBbt:00004508PHENOTYPE	eye | male | ventral phenotype
FBbt:00004508PHENOTYPE	eye | anterior | ventral phenotype
FBbt:00004508PHENOTYPE	eye | lateral | posterior phenotype
FBbt:00004508PHENOTYPE	eye phenotype
FBbt:00004508PHENOTYPE	eye | dorsal phenotype
FBbt:00004508PHENOTYPE	eye | supernumerary phenotype
FBbt:00004508PHENOTYPE	eye | ventral phenotype
FBbt:00004508PHENOTYPE	eye | adult stage | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | female | ventral phenotype
FBbt:00004508PHENOTYPE	eye | female limited phenotype
FBbt:00004508PHENOTYPE	eye | somatic clone - Minute background phenotype
FBbt:00004508PHENOTYPE	eye | ectopic | posterior phenotype
FBbt:00004508PHENOTYPE	eye | female phenotype
FBbt:00004508PHENOTYPE	eye | anterior | maternal effect phenotype
FBbt:00004508PHENOTYPE	eye | pharate adult stage | ventral phenotype
FBbt:00004508PHENOTYPE	eye | P-stage phenotype
FBbt:00004508PHENOTYPE	eye | progressive phenotype
FBbt:00004508PHENOTYPE	eye | ectopic | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | ectopic phenotype
FBbt:00004508PHENOTYPE	eye | posterior phenotype
FBbt:00004508PHENOTYPE	eye | cell autonomous | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | male limited | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | chemical conditional phenotype
FBbt:00004508PHENOTYPE	eye | somatic clone | ventral phenotype
FBbt:00004508PHENOTYPE	eye | pupal stage | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | adult stage phenotype
FBbt:00004508PHENOTYPE	eye | cell non-autonomous | male | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | cell non-autonomous | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | conditional qualifier phenotype
FBbt:00004508PHENOTYPE	eye | male phenotype
FBbt:00004508PHENOTYPE	eye | ectopic | ventral phenotype
FBbt:00004508PHENOTYPE	eye | dorsal/ventral compartment boundary phenotype
FBbt:00004508PHENOTYPE	eye | cell non-autonomous | somatic clone | ventral phenotype
FBbt:00004508PHENOTYPE	eye | dorsal | posterior phenotype
FBbt:00004508PHENOTYPE	eye | dorsal compartment phenotype
FBbt:00004508PHENOTYPE	eye | ventral compartment phenotype
FBbt:00004508PHENOTYPE	eye | dorsal | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | maternal effect phenotype
FBbt:00004508PHENOTYPE	eye | female | germline clone phenotype
FBbt:00004508PHENOTYPE	eye | anterior phenotype
FBbt:00004508PHENOTYPE	eye | cell non-autonomous | ectopic | somatic clone phenotype
FBbt:00004508PHENOTYPE	eye | P-stage | somatic clone phenotype
FBbt:00004509PHENOTYPE	eye equator | conditional - heat sensitive phenotype
FBbt:00004509PHENOTYPE	eye equator | cell non-autonomous | ectopic | somatic clone phenotype
FBbt:00004509PHENOTYPE	eye equator | ectopic | somatic clone phenotype
FBbt:00004509PHENOTYPE	eye equator | ectopic phenotype
FBbt:00004509PHENOTYPE	eye equator phenotype
FBbt:00004509PHENOTYPE	eye equator | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | P-stage | ectopic | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | adult stage phenotype
FBbt:00004510PHENOTYPE	ommatidium | somatic clone | third instar larval stage phenotype
FBbt:00004510PHENOTYPE	ommatidium | supernumerary phenotype
FBbt:00004510PHENOTYPE	ommatidium | somatic clone - Minute background phenotype
FBbt:00004510PHENOTYPE	ommatidium | female | germline clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | cell autonomous phenotype
FBbt:00004510PHENOTYPE	ommatidium phenotype
FBbt:00004510PHENOTYPE	ommatidium | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | pupal stage P6 phenotype
FBbt:00004510PHENOTYPE	ommatidium | maternal effect | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | P-stage | ectopic phenotype
FBbt:00004510PHENOTYPE	ommatidium | ectopic | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | female phenotype
FBbt:00004510PHENOTYPE	ommatidium | pharate adult stage phenotype
FBbt:00004510PHENOTYPE	ommatidium | third instar larval stage phenotype
FBbt:00004510PHENOTYPE	ommatidium | maternal effect phenotype
FBbt:00004510PHENOTYPE	ommatidium | ectopic phenotype
FBbt:00004510PHENOTYPE	ommatidium | pupal stage phenotype
FBbt:00004510PHENOTYPE	ommatidium | paternal effect phenotype
FBbt:00004510PHENOTYPE	ommatidium | larval stage | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | pupal stage | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | somatic clone | supernumerary phenotype
FBbt:00004510PHENOTYPE	ommatidium | pupal stage P7 phenotype
FBbt:00004510PHENOTYPE	ommatidium | pharate adult stage | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | cell non-autonomous | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | progressive phenotype
FBbt:00004510PHENOTYPE	ommatidium | conditional qualifier phenotype
FBbt:00004510PHENOTYPE	ommatidium | adult stage | somatic clone phenotype
FBbt:00004510PHENOTYPE	ommatidium | cell autonomous | somatic clone phenotype
FBbt:00004511PHENOTYPE	antenna | distal phenotype
FBbt:00004511PHENOTYPE	antenna | ectopic phenotype
FBbt:00004511PHENOTYPE	antenna | ectopic | somatic clone phenotype
FBbt:00004511PHENOTYPE	antenna | distal | ectopic phenotype
FBbt:00004511PHENOTYPE	antenna | female phenotype
FBbt:00004511PHENOTYPE	antenna | distal | somatic clone phenotype
FBbt:00004511PHENOTYPE	antenna | pharate adult stage phenotype
FBbt:00004511PHENOTYPE	antenna | P-stage phenotype
FBbt:00004511PHENOTYPE	antenna | adult stage | ectopic | somatic clone phenotype
FBbt:00004511PHENOTYPE	antenna | supernumerary phenotype
FBbt:00004511PHENOTYPE	antenna phenotype
FBbt:00004511PHENOTYPE	antenna | somatic clone phenotype
FBbt:00004511PHENOTYPE	antenna | adult stage | somatic clone phenotype
FBbt:00004511PHENOTYPE	antenna | proximal phenotype
FBbt:00004511PHENOTYPE	antenna | cell non-autonomous | somatic clone phenotype
FBbt:00004513PHENOTYPE	first segment of antenna phenotype
FBbt:00004513PHENOTYPE	first segment of antenna | somatic clone phenotype
FBbt:00004514PHENOTYPE	second segment of antenna | posterior compartment phenotype
FBbt:00004514PHENOTYPE	second segment of antenna | supernumerary phenotype
FBbt:00004514PHENOTYPE	second segment of antenna phenotype
FBbt:00004514PHENOTYPE	second segment of antenna | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004514PHENOTYPE	second segment of antenna | somatic clone phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | ectopic phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | adult stage phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | somatic clone phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | supernumerary phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | distal | somatic clone phenotype
FBbt:00004515PHENOTYPE	third segment of antenna phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | ectopic | somatic clone phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | distal phenotype
FBbt:00004515PHENOTYPE	third segment of antenna | pupal stage phenotype
FBbt:00004516PHENOTYPE	fourth segment of antenna | pharate adult stage phenotype
FBbt:00004516PHENOTYPE	fourth segment of antenna phenotype
FBbt:00004517PHENOTYPE	fifth segment of antenna phenotype
FBbt:00004517PHENOTYPE	fifth segment of antenna | somatic clone phenotype
FBbt:00004518PHENOTYPE	basal cylinder phenotype
FBbt:00004518PHENOTYPE	basal cylinder | somatic clone phenotype
FBbt:00004519PHENOTYPE	arista phenotype
FBbt:00004519PHENOTYPE	arista | pupal stage phenotype
FBbt:00004519PHENOTYPE	arista | ectopic phenotype
FBbt:00004519PHENOTYPE	arista | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004519PHENOTYPE	arista | supernumerary phenotype
FBbt:00004519PHENOTYPE	arista | larval stage phenotype
FBbt:00004519PHENOTYPE	arista | pharate adult stage phenotype
FBbt:00004519PHENOTYPE	arista | proximal phenotype
FBbt:00004519PHENOTYPE	arista | adult stage phenotype
FBbt:00004519PHENOTYPE	arista | somatic clone phenotype
FBbt:00004520PHENOTYPE	mouthpart | embryonic stage | rescuable maternal effect phenotype
FBbt:00004520PHENOTYPE	mouthpart | female phenotype
FBbt:00004520PHENOTYPE	mouthpart | ectopic phenotype
FBbt:00004520PHENOTYPE	mouthpart | supernumerary phenotype
FBbt:00004520PHENOTYPE	mouthpart | embryonic stage phenotype
FBbt:00004520PHENOTYPE	mouthpart | larval stage phenotype
FBbt:00004520PHENOTYPE	mouthpart phenotype
FBbt:00004522PHENOTYPE	labrum | embryonic stage phenotype
FBbt:00004522PHENOTYPE	labrum phenotype
FBbt:00004522PHENOTYPE	labrum | larval stage phenotype
FBbt:00004531PHENOTYPE	labellum | distal phenotype
FBbt:00004531PHENOTYPE	labellum | cell autonomous | somatic clone phenotype
FBbt:00004531PHENOTYPE	labellum phenotype
FBbt:00004531PHENOTYPE	labellum | lateral phenotype
FBbt:00004531PHENOTYPE	labellum | somatic clone phenotype
FBbt:00004531PHENOTYPE	labellum | larval stage phenotype
FBbt:00004533PHENOTYPE	labellar cap phenotype
FBbt:00004535PHENOTYPE	proboscis | posterior | somatic clone phenotype
FBbt:00004535PHENOTYPE	proboscis | somatic clone phenotype
FBbt:00004535PHENOTYPE	proboscis phenotype
FBbt:00004535PHENOTYPE	proboscis | cell autonomous | somatic clone phenotype
FBbt:00004538PHENOTYPE	ventral arm of lacinia phenotype
FBbt:00004541PHENOTYPE	mediproboscis phenotype
FBbt:00004542PHENOTYPE	distiproboscis phenotype
FBbt:00004542PHENOTYPE	distiproboscis | somatic clone phenotype
FBbt:00004545PHENOTYPE	maxillary lobe phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | supernumerary phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | male | somatic clone phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | larval stage phenotype
FBbt:00004546PHENOTYPE	maxillary palpus phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | ectopic phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | ectopic | somatic clone phenotype
FBbt:00004546PHENOTYPE	maxillary palpus | somatic clone phenotype
FBbt:00004550PHENOTYPE	neck phenotype
FBbt:00004551PHENOTYPE	adult external thorax | somatic clone phenotype
FBbt:00004551PHENOTYPE	adult external thorax | dorsal phenotype
FBbt:00004551PHENOTYPE	adult external thorax phenotype
FBbt:00004553PHENOTYPE	pleurum | ectopic | somatic clone phenotype
FBbt:00004553PHENOTYPE	pleurum | somatic clone phenotype
FBbt:00004553PHENOTYPE	pleurum phenotype
FBbt:00004553PHENOTYPE	pleurum | ectopic phenotype
FBbt:00004558PHENOTYPE	adult external prothorax | ectopic phenotype
FBbt:00004559PHENOTYPE	dorsal prothorax phenotype
FBbt:00004561PHENOTYPE	pronotum phenotype
FBbt:00004562PHENOTYPE	humerus phenotype
FBbt:00004566PHENOTYPE	prothoracic episternum phenotype
FBbt:00004578PHENOTYPE	adult external mesothorax phenotype
FBbt:00004579PHENOTYPE	dorsal mesothorax phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | lateral | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | lateral phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | pharate adult stage | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | ectopic phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | ectopic | larval stage | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | adult stage phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | dorsal phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | P-stage phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | adult stage | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | pharate adult stage phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | medial | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | P-stage | somatic clone phenotype
FBbt:00004580PHENOTYPE	mesothoracic tergum | medial phenotype
FBbt:00004581PHENOTYPE	trident phenotype
FBbt:00004581PHENOTYPE	trident | male phenotype
FBbt:00004582PHENOTYPE	prescutum | somatic clone phenotype
FBbt:00004582PHENOTYPE	prescutum | ectopic phenotype
FBbt:00004582PHENOTYPE	prescutum phenotype
FBbt:00004583PHENOTYPE	scutum | ectopic phenotype
FBbt:00004583PHENOTYPE	scutum phenotype
FBbt:00004583PHENOTYPE	scutum | somatic clone phenotype
FBbt:00004583PHENOTYPE	scutum | ectopic | somatic clone phenotype
FBbt:00004583PHENOTYPE	scutum | cell non-autonomous | somatic clone phenotype
FBbt:00004585PHENOTYPE	anterior notal wing process phenotype
FBbt:00004586PHENOTYPE	posterior notal wing process phenotype
FBbt:00004587PHENOTYPE	scutellum | somatic clone phenotype
FBbt:00004587PHENOTYPE	scutellum | ectopic phenotype
FBbt:00004587PHENOTYPE	scutellum phenotype
FBbt:00004587PHENOTYPE	scutellum | adult stage phenotype
FBbt:00004587PHENOTYPE	scutellum | pupal stage phenotype
FBbt:00004588PHENOTYPE	postnotum phenotype
FBbt:00004588PHENOTYPE	postnotum | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004589PHENOTYPE	mesothoracic laterotergite | ectopic phenotype
FBbt:00004591PHENOTYPE	mesothoracic pleurum | supernumerary phenotype
FBbt:00004591PHENOTYPE	mesothoracic pleurum phenotype
FBbt:00004594PHENOTYPE	katepimeron phenotype
FBbt:00004595PHENOTYPE	pleural wing process | somatic clone phenotype
FBbt:00004595PHENOTYPE	pleural wing process phenotype
FBbt:00004597PHENOTYPE	anepisternum phenotype
FBbt:00004598PHENOTYPE	mesothoracic preepisternum phenotype
FBbt:00004600PHENOTYPE	mesothoracic suture phenotype
FBbt:00004601PHENOTYPE	scutoscutellar suture phenotype
FBbt:00004604PHENOTYPE	notopleural suture phenotype
FBbt:00004605PHENOTYPE	mesothoracic cleft phenotype
FBbt:00004605PHENOTYPE	mesothoracic cleft | ectopic phenotype
FBbt:00004606PHENOTYPE	vertical cleft phenotype
FBbt:00004621PHENOTYPE	dorsal metathorax | somatic clone phenotype
FBbt:00004622PHENOTYPE	metathoracic tergum phenotype
FBbt:00004623PHENOTYPE	metathoracic laterotergite | somatic clone phenotype
FBbt:00004623PHENOTYPE	metathoracic laterotergite phenotype
FBbt:00004624PHENOTYPE	ventral metathorax | somatic clone phenotype
FBbt:00004625PHENOTYPE	metathoracic pleurum phenotype
FBbt:00004630PHENOTYPE	haltere foramen phenotype
FBbt:00004640PHENOTYPE	leg | ventral phenotype
FBbt:00004640PHENOTYPE	leg | ectopic | medial phenotype
FBbt:00004640PHENOTYPE	leg | pharate adult stage P10 phenotype
FBbt:00004640PHENOTYPE	leg | anterior compartment phenotype
FBbt:00004640PHENOTYPE	leg | female phenotype
FBbt:00004640PHENOTYPE	leg | ectopic phenotype
FBbt:00004640PHENOTYPE	leg | posterior compartment phenotype
FBbt:00004640PHENOTYPE	leg | proximal phenotype
FBbt:00004640PHENOTYPE	leg | distal phenotype
FBbt:00004640PHENOTYPE	leg | dorsal | pharate adult stage phenotype
FBbt:00004640PHENOTYPE	leg | proximal | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | pupal stage phenotype
FBbt:00004640PHENOTYPE	leg | somatic clone | supernumerary phenotype
FBbt:00004640PHENOTYPE	leg | somatic clone | ventral phenotype
FBbt:00004640PHENOTYPE	leg | chemical conditional phenotype
FBbt:00004640PHENOTYPE	leg | ectopic | proximal phenotype
FBbt:00004640PHENOTYPE	leg | somatic clone | ventral compartment phenotype
FBbt:00004640PHENOTYPE	leg | cell autonomous | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | medial phenotype
FBbt:00004640PHENOTYPE	leg | supernumerary phenotype
FBbt:00004640PHENOTYPE	leg | anterior compartment | ectopic phenotype
FBbt:00004640PHENOTYPE	leg | pharate adult stage | ventral phenotype
FBbt:00004640PHENOTYPE	leg | adult stage | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | cell non-autonomous | somatic clone | ventral phenotype
FBbt:00004640PHENOTYPE	leg | ectopic | female phenotype
FBbt:00004640PHENOTYPE	leg | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg phenotype
FBbt:00004640PHENOTYPE	leg | pharate adult stage phenotype
FBbt:00004640PHENOTYPE	leg | dorsal | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | distal | ectopic phenotype
FBbt:00004640PHENOTYPE	leg | posterior | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | male phenotype
FBbt:00004640PHENOTYPE	leg | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | somatic clone - Minute background phenotype
FBbt:00004640PHENOTYPE	leg | female | germline clone phenotype
FBbt:00004640PHENOTYPE	leg | P-stage phenotype
FBbt:00004640PHENOTYPE	leg | distal | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | distal | ectopic | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | maternal effect phenotype
FBbt:00004640PHENOTYPE	leg | ectopic | proximal | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | ectopic | somatic clone phenotype
FBbt:00004640PHENOTYPE	leg | cell non-autonomous | somatic clone phenotype
FBbt:00004641PHENOTYPE	coxa phenotype
FBbt:00004641PHENOTYPE	coxa | cell autonomous | somatic clone phenotype
FBbt:00004641PHENOTYPE	coxa | proximal phenotype
FBbt:00004641PHENOTYPE	coxa | somatic clone phenotype
FBbt:00004642PHENOTYPE	tibia | ectopic phenotype
FBbt:00004642PHENOTYPE	tibia | pupal stage phenotype
FBbt:00004642PHENOTYPE	tibia | cell autonomous | ectopic | somatic clone phenotype
FBbt:00004642PHENOTYPE	tibia phenotype
FBbt:00004642PHENOTYPE	tibia | pharate adult stage phenotype
FBbt:00004642PHENOTYPE	tibia | proximal | somatic clone phenotype
FBbt:00004642PHENOTYPE	tibia | distal phenotype
FBbt:00004642PHENOTYPE	tibia | somatic clone - Minute background phenotype
FBbt:00004642PHENOTYPE	tibia | cell non-autonomous | somatic clone phenotype
FBbt:00004642PHENOTYPE	tibia | somatic clone phenotype
FBbt:00004643PHENOTYPE	trochanter phenotype
FBbt:00004643PHENOTYPE	trochanter | somatic clone phenotype
FBbt:00004644PHENOTYPE	femur | pharate adult stage phenotype
FBbt:00004644PHENOTYPE	femur | anterior compartment | distal phenotype
FBbt:00004644PHENOTYPE	femur | distal phenotype
FBbt:00004644PHENOTYPE	femur phenotype
FBbt:00004644PHENOTYPE	femur | male limited phenotype
FBbt:00004644PHENOTYPE	femur | distal | somatic clone phenotype
FBbt:00004644PHENOTYPE	femur | somatic clone - Minute background phenotype
FBbt:00004644PHENOTYPE	femur | proximal | somatic clone phenotype
FBbt:00004644PHENOTYPE	femur | proximal phenotype
FBbt:00004644PHENOTYPE	femur | ectopic phenotype
FBbt:00004644PHENOTYPE	femur | pupal stage phenotype
FBbt:00004644PHENOTYPE	femur | cell non-autonomous | somatic clone phenotype
FBbt:00004644PHENOTYPE	femur | somatic clone phenotype
FBbt:00004645PHENOTYPE	joint | cell non-autonomous | somatic clone phenotype
