FlyBase:FBal0125278	Six4[131]
FlyBase:FBal0125280	Ser[DN.Scer\UAS]
FlyBase:FBal0125332	SK[BG01378]
FlyBase:FBal0125374	Pka-C1[BG02142]
FlyBase:FBal0125377	N[N724.sev]
FlyBase:FBal0125378	N[DN.Scer\UAS]
FlyBase:FBal0125383	Mlc2[Delta2-46]
FlyBase:FBal0125396	Diap2[MtnA.T:Ivir\HA1]
FlyBase:FBal0125409	Galphas[R60]
FlyBase:FBal0125472	CG2924[EP1596]
FlyBase:FBal0125474	E(spl)m8-HLH[DN.Scer\UAS]
FlyBase:FBal0125477	Dl[blX59]
FlyBase:FBal0125478	Dl[bl5]
FlyBase:FBal0125479	Dl[bl1]
FlyBase:FBal0125483	Damm[MtnA.T:Zzzz\FLAG]
FlyBase:FBal0125484	Damm[GMR.T:Zzzz\FLAG]
FlyBase:FBal0125486	Damm[C156G.GMR.T:Zzzz\FLAG]
FlyBase:FBal0125489	Sac1[BG02228]
FlyBase:FBal0125494	gukh[BG02660]
FlyBase:FBal0125498	Hipk[BG00855]
FlyBase:FBal0125507	Alk[Scer\UAS.cLa]
FlyBase:FBal0125509	Actn[G0100]
FlyBase:FBal0125511	betaTub56D[betaTub85D.int]
FlyBase:FBal0125512	betaTub56D[betaTub85D.PR]
FlyBase:FBal0125513	betaTub56D[beta1-beta2.ii]
FlyBase:FBal0125514	betaTub56D::betaTub85D[beta1-beta2.iv]
FlyBase:FBal0125515	betaTub56D::betaTub85D[beta1-beta2.iii]
FlyBase:FBal0125516	betaTub56D::betaTub85D[beta1-beta2.i]
FlyBase:FBal0126323	y[ovo-gypsy]
FlyBase:FBal0126324	y[+ovo]
FlyBase:FBal0126325	vas[ETo14]
FlyBase:FBal0126326	unc-13[unspecified]
FlyBase:FBal0126328	sv[4G]
FlyBase:FBal0126329	stwl[84]
FlyBase:FBal0126333	rasp[unspecified]
FlyBase:FBal0126334	rasp[T802]
FlyBase:FBal0126335	rasp[T392]
FlyBase:FBal0126336	run[dsRNA.cKa]
FlyBase:FBal0126337	rug[QM1]
FlyBase:FBal0126338	rib[Scer\UAS.cBa]
FlyBase:FBal0126339	rdgD[TM5]
FlyBase:FBal0126340	pum[PdL58A2]
FlyBase:FBal0126341	pum[PdL3G]
FlyBase:FBal0126342	pum[PdL3B2]
FlyBase:FBal0126343	pom[LM3]
FlyBase:FBal0126344	pie[CB6]
FlyBase:FBal0126345	phyl[Scer\UAS.cPa]
FlyBase:FBal0126346	peb[308]
FlyBase:FBal0126348	osk[ETo7]
FlyBase:FBal0126349	osa[4H]
FlyBase:FBal0126351	ninaC[MB2]
FlyBase:FBal0126352	ninaC[KM1]
FlyBase:FBal0126354	mago[ETo2]
FlyBase:FBal0126357	l(4)102Fe[BR]
FlyBase:FBal0126358	l(4)102Fe[BQ]
FlyBase:FBal0126359	l(4)102Fd[BT]
FlyBase:FBal0126360	l(4)102Fd[BG]
FlyBase:FBal0126361	l(4)102Fd[BE]
FlyBase:FBal0126362	l(4)102Fc[BK]
FlyBase:FBal0126363	l(4)102Fa[BS]
FlyBase:FBal0126364	l(4)102Fa[BN]
FlyBase:FBal0126365	l(4)102Fa[BM]
FlyBase:FBal0126366	l(4)102Fa[BL]
FlyBase:FBal0126367	l(4)102Fa[BI]
FlyBase:FBal0126368	l(4)102Fa[BH]
FlyBase:FBal0126369	l(4)102Fa[BF]
FlyBase:FBal0126370	l(4)102Fa[BB]
FlyBase:FBal0126371	l(4)102Fa[BA]
FlyBase:FBal0126373	ire[YB1]
FlyBase:FBal0126374	ire[QM2]
FlyBase:FBal0126376	hb[eve.st2]
FlyBase:FBal0126377	hb[eve.st2DeltaKr]
FlyBase:FBal0126389	fry[7]
FlyBase:FBal0126391	fry[2]
FlyBase:FBal0126392	fry[1]
FlyBase:FBal0126393	fru[w9]
FlyBase:FBal0126395	fru[P14]
FlyBase:FBal0126396	fru[M5]
FlyBase:FBal0126397	fru[4-40]
FlyBase:FBal0126400	dome[Scer\UAS.cCGHa]
FlyBase:FBal0126401	dome[G0468]
FlyBase:FBal0126402	dome[G0217]
FlyBase:FBal0126403	dome[G0199b]
FlyBase:FBal0126404	dome[G0009]
FlyBase:FBal0126405	dome[DeltaTMCYT.Scer\UAS]
FlyBase:FBal0126406	dome[DeltaCYT.Scer\UAS]
FlyBase:FBal0126407	disf[GB1]
FlyBase:FBal0126409	cype[1R9.1]
FlyBase:FBal0126410	cype[1R7.1]
FlyBase:FBal0126411	cype[1R5.7]
FlyBase:FBal0126412	cype[1R4.5]
FlyBase:FBal0126413	cype[1R2.5]
FlyBase:FBal0126414	cype[1R15.1]
FlyBase:FBal0126416	cpy[UM3]
FlyBase:FBal0126417	cpy[UB3]
FlyBase:FBal0126418	cpy[OB8]
FlyBase:FBal0126419	cpy[NM1]
FlyBase:FBal0126420	cpy[JB3]
FlyBase:FBal0126421	cpy[GB6]
FlyBase:FBal0126422	cpy[EB2]
FlyBase:FBal0126423	cpy[DM4]
FlyBase:FBal0126424	cpy[DM3]
FlyBase:FBal0126425	cpy[DM1]
FlyBase:FBal0126427	cob[DM7]
FlyBase:FBal0126430	cact[S74A.S78A.S82A.S83A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126431	cact[S74A.S78A.S116A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126432	cact[S74A.S78A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126433	cact[alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126434	cact[Delta76.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126435	cact[Delta51.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126436	cact[Delta144.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126437	cact[Delta125.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126438	cact[Delta101.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126439	cact[Delta101-144.S74A.S78A.S82A.S83A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126440	cact[Delta101-144.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126441	cact[Delta100.S116A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126442	cact[Delta100.S104A.S116A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126445	cact::Hsap\NFKBIA[S32A.S36A.alphaTub67C.T:Ecol\lacZ]
FlyBase:FBal0126449	btz[2]
FlyBase:FBal0126453	ash1[PdL11A3]
FlyBase:FBal0126455	ago[4]
FlyBase:FBal0126456	ago[3]
FlyBase:FBal0126458	ago[1]
FlyBase:FBal0126460	VAChT[2]
FlyBase:FBal0126461	VAChT[1]
FlyBase:FBal0126463	Trxr-1[cyto.Scer\UAS]
FlyBase:FBal0126469	Tm1[eg20]
FlyBase:FBal0126471	Tak1[unspecified]
FlyBase:FBal0126472	Tak1[4]
FlyBase:FBal0126473	Tak1[3]
FlyBase:FBal0126474	Tak1[2]
FlyBase:FBal0126475	Tak1[1]
FlyBase:FBal0126478	Syx1A[Scer\UAS.cSa]
FlyBase:FBal0126492	RhoL[EP3312]
FlyBase:FBal0126494	Rca1[unspecified]
FlyBase:FBal0126495	Rab11[ETo3]
FlyBase:FBal0126496	Rab11[ETo11]
FlyBase:FBal0126504	Pka-R1[GG.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0126505	Pka-R1[BDK.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0126506	Pka-R1[Delta.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0126507	Pka-C1[K75A.Scer\UAS]
FlyBase:FBal0126508	Phm[Scer\UAS.cTA]
FlyBase:FBal0126509	PdL75A3[PdL75A3]
FlyBase:FBal0126510	PdL73A1[PdL73A1]
FlyBase:FBal0126511	PdL72A3[PdL72A3]
FlyBase:FBal0126512	PdL45C1[PdL45C1]
FlyBase:FBal0126513	PdL43C1[PdL43C1]
FlyBase:FBal0126514	PdL3A[PdL3A]
FlyBase:FBal0126515	PdL35B1[PdL35B1]
FlyBase:FBal0126516	PdL2B1[PdL2B1]
FlyBase:FBal0126517	PdL14B1[PdL14B1]
FlyBase:FBal0126528	Galphas[R79]
FlyBase:FBal0126532	Galphas[R19]
FlyBase:FBal0126533	Galphas[+t10]
FlyBase:FBal0126592	E2f1[unspecified]
FlyBase:FBal0126595	E2f2[Scer\UAS.cFa]
FlyBase:FBal0126597	E2f2[76Q1]
FlyBase:FBal0126598	E(To)9[9]
FlyBase:FBal0126599	E(To)8[8]
FlyBase:FBal0126600	E(To)6[6]
FlyBase:FBal0126601	E(To)5[5]
FlyBase:FBal0126602	E(To)4[4]
FlyBase:FBal0126603	E(To)1[1]
FlyBase:FBal0126604	E(To)13[13]
FlyBase:FBal0126605	E(To)12[12]
FlyBase:FBal0126606	E(To)10[10]
FlyBase:FBal0126626	ChAT[ts3]
FlyBase:FBal0126629	Cdk7[T170A]
FlyBase:FBal0126630	Cdk7[S180A]
FlyBase:FBal0126631	Cdk7[S164A]
FlyBase:FBal0126632	Cdk7[S164A.T170A]
FlyBase:FBal0126634	Cadps[BJ]
FlyBase:FBal0126635	Cadps[BD]
FlyBase:FBal0126638	mfrn[BG00456]
FlyBase:FBal0126650	Bro[dsRNA.cKa]
FlyBase:FBal0126652	Bgb[dsRNA.cKa]
FlyBase:FBal0126654	Bgb[D]
FlyBase:FBal0126659	Itgbn[BG01037]
FlyBase:FBal0126660	alpha-Man-IIa[PdL19B3]
FlyBase:FBal0127165	vas[T:Avic\GFP-EGFP]
FlyBase:FBal0127167	twi[2x.Scer\UAS]
FlyBase:FBal0127170	trn[Scer\UAS.cMa]
FlyBase:FBal0127171	trn[Delta2.9]
FlyBase:FBal0127172	toy[Scer\UAS.cJa]
FlyBase:FBal0127176	thr[g.1-930.T:Hsap\MYC]
FlyBase:FBal0127180	sv[sev.PJ]
FlyBase:FBal0127181	sv[Scer\UAS.cJa]
FlyBase:FBal0127195	prd[Scer\UAS.cJa]
FlyBase:FBal0127198	ninaE[W313stop.1110]
FlyBase:FBal0127200	neb[k07614]
FlyBase:FBal0127201	csn[HB156]
FlyBase:FBal0127207	me31B[Delta3]
FlyBase:FBal0127208	me31B[Delta2]
FlyBase:FBal0127209	me31B[Delta1]
FlyBase:FBal0127212	mRpL12[Scer\UAS.P\T.T:Avic\GFP-EGFP]
FlyBase:FBal0127213	insc[dsRNA.578]
FlyBase:FBal0127214	hth[1-487.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0127215	gsb[Scer\UAS.cJb]
FlyBase:FBal0127216	gsb[Scer\UAS.cJa]
FlyBase:FBal0127217	gsb[Scer\UAS.cDa]
FlyBase:FBal0127220	gsb[GE.Scer\UAS]
FlyBase:FBal0127223	gsb[DeltaH.Scer\UAS]
FlyBase:FBal0127224	gsb::Poxn[PoxnN+GsbC.Scer\UAS]
FlyBase:FBal0127225	gsb::Poxn[GsbN+PoxnC.Scer\UAS]
FlyBase:FBal0127226	ftz[hs.PL]
FlyBase:FBal0127227	ftz[Scer\UAS.cLa]
FlyBase:FBal0127228	ftz[11.3]
FlyBase:FBal0127229	fok[k07614]
FlyBase:FBal0127230	fj[N7]
FlyBase:FBal0127231	esc[hs.T:Ecol\lexA]
FlyBase:FBal0127232	esc[alphaTub84B.T:Ecol\lexA]
FlyBase:FBal0127233	en::hth[1-430.Scer\UAS]
FlyBase:FBal0127234	en::Xlae\Meis3[1-333.Scer\UAS]
FlyBase:FBal0127237	da::twi[Scer\UAS.cCa]
FlyBase:FBal0127240	d[210]
FlyBase:FBal0127244	Gr5a[DeltaEP7]
FlyBase:FBal0127245	Gr5a[DeltaEP5]
FlyBase:FBal0127246	Gr5a[DeltaEP3]
FlyBase:FBal0127247	Gr5a[DeltaEP1]
FlyBase:FBal0127248	Gr5a[DeltaEP19]
FlyBase:FBal0127249	Gr5a[DeltaEP18]
FlyBase:FBal0127250	Gr5a[DeltaEP14]
FlyBase:FBal0127251	Gr5a[DeltaEP13]
FlyBase:FBal0127252	Gr5a[DeltaEP12]
FlyBase:FBal0127253	Gr5a[DeltaEP11]
FlyBase:FBal0127254	Tre1[DeltaEP5]
FlyBase:FBal0127267	Sse[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0127268	Sse[C497S.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0127270	Sh[EKO.Scer\UAS.T:Avic\GFP-GL]
FlyBase:FBal0127281	Pvr[Scer\UAS.cDa]
FlyBase:FBal0127282	Pvr[DN.Scer\UAS]
FlyBase:FBal0127283	Pvr[lambda.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0127284	Pvf1[EPg11235]
FlyBase:FBal0127287	Poxn[sv.PJ]
FlyBase:FBal0127288	Poxn[Scer\UAS.cJa]
FlyBase:FBal0127289	Poxm[Scer\UAS.cJa]
FlyBase:FBal0127290	Or43a[Scer\UAS.cSa]
FlyBase:FBal0127327	CecA1[Scer\UAS.cEa]
FlyBase:FBal0127853	twe[Z0758]
FlyBase:FBal0127854	twe[betaTub85D.PM]
FlyBase:FBal0127855	ttk[69.Scer\UAS]
FlyBase:FBal0127857	tsu[7]
FlyBase:FBal0127858	tsu[6]
FlyBase:FBal0127859	tsu[5]
FlyBase:FBal0127862	tsu[2]
FlyBase:FBal0127863	tsu[+tMa]
FlyBase:FBal0127866	tkv[DN.K.Scer\UAS]
FlyBase:FBal0127867	tko[Q116K.tTa]
FlyBase:FBal0127868	tko[25t.tTa]
FlyBase:FBal0127869	tko[25t-H85L.tTa]
FlyBase:FBal0127871	tim[mTim7]
FlyBase:FBal0127878	sns[MtnA.PG]
FlyBase:FBal0127879	rasp[dsRNA.cCa]
FlyBase:FBal0127882	rasp[S050006a]
FlyBase:FBal0127888	shg[DN.Scer\UAS]
FlyBase:FBal0127889	scw[cDa]
FlyBase:FBal0127890	scrib[ird15]
FlyBase:FBal0127891	scrib[882]
FlyBase:FBal0127892	sbr[dsRNA.cGa]
FlyBase:FBal0127893	rst[hs.18ZDelta3.1]
FlyBase:FBal0127895	rho[dsRNA.cLa]
FlyBase:FBal0127900	rho[DeltaN.Scer\UAS]
FlyBase:FBal0127901	rg[KG02343]
FlyBase:FBal0127903	ptc[ptcII]
FlyBase:FBal0127904	psq[KG00811]
FlyBase:FBal0127905	poe[unspecified]
FlyBase:FBal0127907	PlexB[Scer\UAS.cHa]
FlyBase:FBal0127909	Raf[hs.PR]
FlyBase:FBal0127910	Raf[S743A.hs]
FlyBase:FBal0127911	Raf[S388A.hs]
FlyBase:FBal0127912	Raf[K497M.hs]
FlyBase:FBal0127913	Raf[Delta445.hs]
FlyBase:FBal0127914	Raf[Delta315.hs]
FlyBase:FBal0127917	otk[Scer\UAS.cWa]
FlyBase:FBal0127918	otk[EP2017]
FlyBase:FBal0127919	otk[8]
FlyBase:FBal0127920	otk[3]
FlyBase:FBal0127921	otk[2]
FlyBase:FBal0127922	otk[1]
FlyBase:FBal0127923	osa[KG03117]
FlyBase:FBal0127924	oaf[KG00814]
FlyBase:FBal0127927	neur[T42.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0127929	neur[EMS1]
FlyBase:FBal0127935	mle[dsRNA.N]
FlyBase:FBal0127936	mam[BG02477]
FlyBase:FBal0127940	lmd[dsRNA.cFa]
FlyBase:FBal0127941	lmd[Scer\UAS.cFa]
FlyBase:FBal0127942	lark[RRM2.RNP2.T:Ivir\HA1]
FlyBase:FBal0127943	lark[RRM2+RTZF.T:Ivir\HA1]
FlyBase:FBal0127944	lark[RRM1.RNP2.T:Ivir\HA1]
FlyBase:FBal0127945	lark[RRM1+RTZF.T:Ivir\HA1]
FlyBase:FBal0127949	l(3)A4-4L7[L7]
FlyBase:FBal0127950	l(3)A4-4L5[L5]
FlyBase:FBal0127951	l(3)A4-4L1[L1]
FlyBase:FBal0127952	ksr[s628]
FlyBase:FBal0127956	jeb[Scer\UAS.cWa]
FlyBase:FBal0127957	jeb[-c1]
FlyBase:FBal0127958	ird8[unspecified]
FlyBase:FBal0127959	PGRP-LC[unspecified]
FlyBase:FBal0127960	IKKbeta[unspecified]
FlyBase:FBal0127961	ird27[1]
FlyBase:FBal0127962	ird26[1]
FlyBase:FBal0127963	ird25[1]
FlyBase:FBal0127964	ird24[1]
FlyBase:FBal0127965	ird21[1]
FlyBase:FBal0127966	Vps15[unspecified]
FlyBase:FBal0127967	psidin[1]
FlyBase:FBal0127969	ine[hs.P1]
FlyBase:FBal0127973	hbs[Scer\UAS.cDa]
FlyBase:FBal0127976	gro[Cdk1-.Scer\UAS]
FlyBase:FBal0127977	gro[Scer\UAS.cAa]
FlyBase:FBal0127979	gro[DeltaWD40.Scer\UAS]
FlyBase:FBal0127983	geminin[unspecified]
FlyBase:FBal0127984	geminin[Scer\UAS.cQa]
FlyBase:FBal0127990	ftz[hs.PSb]
FlyBase:FBal0127995	ftz-f1[alpha.hs]
FlyBase:FBal0127996	ftz-f1[DeltaAF2C.hs]
FlyBase:FBal0127998	fkh[hs.PJ]
FlyBase:FBal0127999	dve[BG02382]
FlyBase:FBal0128000	dome[unspecified]
FlyBase:FBal0128001	dome[5.1]
FlyBase:FBal0128002	disp[unspecified]
FlyBase:FBal0128003	dec-1[+tWa]
FlyBase:FBal0128004	dec-1[DeltaS456-E473]
FlyBase:FBal0128006	d[GC2]
FlyBase:FBal0128007	d[GC13]
FlyBase:FBal0128008	csw[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0128009	corn[04202]
FlyBase:FBal0128012	cora[1-383.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0128014	comt[X91]
FlyBase:FBal0128015	comt[X238]
FlyBase:FBal0128017	comt[JN17]
FlyBase:FBal0128018	comt[G8]
FlyBase:FBal0128019	comt[G4]
FlyBase:FBal0128020	comt[DN48]
FlyBase:FBal0128021	comt[DN47]
FlyBase:FBal0128022	comt[DN34]
FlyBase:FBal0128024	comt[191]
FlyBase:FBal0128030	cher[BG02734]
FlyBase:FBal0128031	bsk[Scer\UAS.cAYa]
FlyBase:FBal0128032	boss[unspecified]
FlyBase:FBal0128035	bin[unspecified]
FlyBase:FBal0128036	bin[Scer\UAS.cZa]
FlyBase:FBal0128039	Amph[A.Scer\UAS]
FlyBase:FBal0128040	Amph[26]
FlyBase:FBal0128043	eas[unspecified]
FlyBase:FBal0128049	TppII[k14301]
FlyBase:FBal0128056	Su(var)2-10[537.Scer\UAS]
FlyBase:FBal0128061	Sin3A[26]
FlyBase:FBal0128062	Sec61beta[k17010b]
FlyBase:FBal0128063	Sec61beta[k16004]
FlyBase:FBal0128064	Sec61beta[k07819b]
FlyBase:FBal0128090	SNF4Agamma[KG00325]
FlyBase:FBal0128098	RhoGAPp190[mut.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0128099	RhoGAPp190[dsRNA.N.Scer\UAS]
FlyBase:FBal0128100	RhoGAPp190[dsRNA.GAP.Scer\UAS]
FlyBase:FBal0128101	RhoGAPp190[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0128102	RhoGAPp190[R1389L.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0128103	RhoGAP93B[dsRNA.Scer\UAS]
FlyBase:FBal0128104	RhoGAP92B[dsRNA.Scer\UAS]
FlyBase:FBal0128105	cv-c[dsRNA.Scer\UAS]
FlyBase:FBal0128106	RhoGAP71E[unspecified]
FlyBase:FBal0128107	RhoGAP68F[dsRNA.Scer\UAS]
FlyBase:FBal0128108	RhoGAP5A[dsRNA.Scer\UAS]
FlyBase:FBal0128109	RhoGAP54D[dsRNA.Scer\UAS]
FlyBase:FBal0128110	RhoGAP1A[dsRNA.Scer\UAS]
FlyBase:FBal0128111	RhoGAP19D[dsRNA.Scer\UAS]
FlyBase:FBal0128112	RhoGAP18B[dsRNA.Scer\UAS]
FlyBase:FBal0128113	RhoGAP16F[dsRNA.Scer\UAS]
FlyBase:FBal0128114	RhoGAP15B[dsRNA.Scer\UAS]
FlyBase:FBal0128115	RhoGAP102A[dsRNA.Scer\UAS]
FlyBase:FBal0128116	RhoGAP100F[dsRNA.Scer\UAS]
FlyBase:FBal0128117	Rho1[dsRNA.Scer\UAS]
FlyBase:FBal0128120	RacGAP84C[Zn.Scer\UAS]
FlyBase:FBal0128121	RacGAP84C[Scer\UAS.cRa]
FlyBase:FBal0128122	RacGAP84C[GAP.Scer\UAS]
FlyBase:FBal0128123	tum[dsRNA.Scer\UAS.cBa]
FlyBase:FBal0128124	Ptp52F[dsRNA.cSb]
FlyBase:FBal0128125	Ptp52F[dsRNA.cSa]
FlyBase:FBal0128126	Ptp52F[8.10.3]
FlyBase:FBal0128127	Ptp52F[7.8.1]
FlyBase:FBal0128128	Ptp52F[18.3]
FlyBase:FBal0128138	Pp1-87B[+t5.8]
FlyBase:FBal0128143	PP2A-B'[KG01108]
FlyBase:FBal0128145	Orc6[MtnA.T:Avic\GFP]
FlyBase:FBal0128148	Nrk[k14301]
FlyBase:FBal0128149	Nf1[unspecified]
FlyBase:FBal0128165	Mad[ES1]
FlyBase:FBal0128166	Lar[dsRNA.cSa]
FlyBase:FBal0128168	Lar[GMR.T:SS-wg,T:Ivir\HA1]
FlyBase:FBal0128170	Lar[C219]
FlyBase:FBal0128171	Lar[C12]
FlyBase:FBal0128173	Lar[451]
FlyBase:FBal0128174	Lar[2127]
FlyBase:FBal0128175	Lar[DeltaC.Scer\UAS.T:SS-wg,T:Ivir\HA1]
FlyBase:FBal0128176	Lar[DeltaC.GMR.T:SS-wg,T:Ivir\HA1]
FlyBase:FBal0128177	Lar::Ptp69D[PL.GMR.T:SS-wg,T:Ivir\HA1]
FlyBase:FBal0128178	Lar::Ptp69D[LP.GMR.T:SS-wg,T:Ivir\HA1]
FlyBase:FBal0128179	Lam[ex98]
FlyBase:FBal0128180	Lam[ex91]
FlyBase:FBal0128181	Lam[Scer\UAS.cGa]
FlyBase:FBal0128184	Hsp70Ba[P.EC]
FlyBase:FBal0128186	Hel25E[dsRNA.N]
FlyBase:FBal0128187	Graf[dsRNA.Scer\UAS]
FlyBase:FBal0128188	Galphai[dsRNA.Scer\UAS]
FlyBase:FBal0128189	Galphai[Q205L.Scer\UAS]
FlyBase:FBal0128192	Gbeta13F[Delta1-96A]
FlyBase:FBal0128194	Flo2[KG00210]
FlyBase:FBal0128228	Dbp80[dsRNA.N]
FlyBase:FBal0128231	CycE[KG00239]
FlyBase:FBal0128234	CdGAPr[dsRNA.Scer\UAS]
FlyBase:FBal0128235	CadN[unspecified]
FlyBase:FBal0128244	Tace[dsRNA.cLa]
FlyBase:FBal0128247	Ssdp[KG03600]
FlyBase:FBal0128253	orb2[BG02373]
FlyBase:FBal0128256	Aldh[KG02748]
FlyBase:FBal0128259	spoon[KG02745]
FlyBase:FBal0128263	CG2201[KG03177]
FlyBase:FBal0128267	Sec8[KG02723]
FlyBase:FBal0128270	Mical[KG00339]
FlyBase:FBal0128273	CG17323[KG03187]
FlyBase:FBal0128277	CG1518[KG03333]
FlyBase:FBal0128281	CG14438[KG00226]
FlyBase:FBal0128294	Ten-m[KG00101]
FlyBase:FBal0128315	BEAF-32[Scer\UAS.cYa]
FlyBase:FBal0128322	Dark[P803-Delta15]
FlyBase:FBal0128957	zf30C[EP518]
FlyBase:FBal0128958	zf30C[EP2228]
FlyBase:FBal0128959	wupA[PL87]
FlyBase:FBal0128960	wupA[PG31]
FlyBase:FBal0128964	w[dsRNA.Scer\UAS.cKa]
FlyBase:FBal0128967	vib[EP513]
FlyBase:FBal0128972	unc-5[dsRNA.cKa]
FlyBase:FBal0128973	unc-5[Scer\UAS.cKa]
FlyBase:FBal0128974	unc-5[Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128975	unc-5[DeltaZU5.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128976	unc-5[DeltaTSP2.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128977	unc-5[DeltaTSP1.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128978	unc-5[DeltaIg2.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128979	unc-5[DeltaIg1.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128980	unc-5[DeltaDD.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128981	unc-5[DeltaDB.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0128982	twf[EP3701]
FlyBase:FBal0128984	tsu[EP567]
FlyBase:FBal0128985	tsr[Scer\UAS.T:Zzzz\His6]
FlyBase:FBal0128986	trx[lac2]
FlyBase:FBal0128987	trx[lac1]
FlyBase:FBal0128989	trx[EP3541]
FlyBase:FBal0128991	trx[EP1105]
FlyBase:FBal0128993	tou[EP2532]
FlyBase:FBal0128994	tou[EP2530]
FlyBase:FBal0128995	tou[2]
FlyBase:FBal0128996	tou[1]
FlyBase:FBal0129000	Trx-2[EP2252]
FlyBase:FBal0129001	Trx-2[EP2018]
FlyBase:FBal0129003	Diap1[EP3723]
FlyBase:FBal0129006	Diap1[EP3279]
FlyBase:FBal0129007	tara[1]
FlyBase:FBal0129009	tacc[EP341]
FlyBase:FBal0129011	Synd[EP409]
FlyBase:FBal0129013	svr[PG33]
FlyBase:FBal0129021	stai[dsRNA.cOa]
FlyBase:FBal0129027	ssh[dsRNA.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0129028	ssh[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0129029	ssh[CS.Scer\UAS]
FlyBase:FBal0129030	ssh[51]
FlyBase:FBal0129031	ssh[26-1]
FlyBase:FBal0129033	ssh[1-11]
FlyBase:FBal0129037	sqd[EP746]
FlyBase:FBal0129040	spin[EP822]
FlyBase:FBal0129042	spi[Scer\UAS.s.T:Avic\GFP]
FlyBase:FBal0129052	spi[EP2201]
FlyBase:FBal0129059	snk[Xa]
FlyBase:FBal0129060	sni[KG00373]
FlyBase:FBal0129067	sli[k04807b]
FlyBase:FBal0129069	skl[hs.PS]
FlyBase:FBal0129070	skl[Scer\UAS.cWa]
FlyBase:FBal0129071	skl[Scer\UAS.cSa]
FlyBase:FBal0129072	skl[MtnA.PC]
FlyBase:FBal0129073	skl[MtnA.1-15.T:Avic\GFP]
FlyBase:FBal0129089	sdt[dsRNA.MAGUK]
FlyBase:FBal0129090	sdt[Scer\UAS.MAGUK]
FlyBase:FBal0129091	sdt[Scer\UAS.GUK]
FlyBase:FBal0129094	sbr[ts148]
FlyBase:FBal0129095	sbr[mgln]
FlyBase:FBal0129096	Sar1[EP3575]
FlyBase:FBal0129098	rtet[EP3734]
FlyBase:FBal0129099	rt[EP571]
FlyBase:FBal0129100	rpr[fl.cCa]
FlyBase:FBal0129101	rpr[1-15.T:Avic\GFP]
FlyBase:FBal0129102	rost[EP2569]
FlyBase:FBal0129105	rib[P7]
FlyBase:FBal0129106	rib[P34]
FlyBase:FBal0129107	rib[P16]
FlyBase:FBal0129110	rho[Scer\UAS.T.T:Ivir\HA1]
FlyBase:FBal0129112	rhi[2-sL15]
FlyBase:FBal0129114	rhi[2-S18]
FlyBase:FBal0129115	rhi[2-S17]
FlyBase:FBal0129117	rhi[2-L12]
FlyBase:FBal0129118	rhi[1-S6]
FlyBase:FBal0129120	retn[2R-R971]
FlyBase:FBal0129121	retn[2R-J1609]
FlyBase:FBal0129124	rdgC[unspecified]
FlyBase:FBal0129125	rdgC[I12E]
FlyBase:FBal0129126	rdgC[I12A]
FlyBase:FBal0129132	ras[EP1519]
FlyBase:FBal0129137	pwn[14S7]
FlyBase:FBal0129140	pum[EP883]
FlyBase:FBal0129146	psq[EP2011]
FlyBase:FBal0129147	ps[unspecified]
